OBJECTID,RCSTA,RC Code,Roadway Name,Station Start,Station End,Functional Class,Factor Group,Specific Recorder Placement,Channel Notes,Vehicle Axle Code,Count Year,Count Month,Day of First Data,Federal Direction,Full Count,1200am-0100am,0100am-0200am,0200am-0300am,0300am-0400am,0400am-0500am,0500am-0600am,0600am-0700am,0700am-0800am,0800am-0900am,0900am-1000am,1000am-1100am,1100am-1200pm,1200pm-0100pm,0100pm-0200pm,0200pm-0300pm,0300pm-0400pm,0400pm-0500pm,0500pm-0600pm,0600pm-0700pm,0700pm-0800pm,0800pm-0900pm,0900pm-1000pm,1000pm-1100pm,1100pm-1200pm,Average Weekday Daily Traffic,Seasonal Factor,Axle Factor,AADT,High Hour Value,High Hour Interval,Average Weekday F1S,Average Weekday F2S,Average Weekday F3S,Average Weekday F4S,Average Weekday F5S,Average Weekday F6S,Average Weekday F7S,Average Weekday F8S,Average Weekday F9S,Average Weekday F10S,Average Weekday F11S,Average Weekday F12S,Average Weekday F13S,Average Weekday Unclassified,Average Weekday Totals,Average Weekday Percent F3_13,Average Weekday Percent F4_13,Average Weekday Percent F4_7,Average Weekday Percent F8_13,Average Weekday Percent F1,Average Weekday Percent F2,Average Weekday Percent F3,Average Weekday Percent F4,Average Weekday Percent F5_7,Axle Correction Factor,Single Unit Peak,Combination Unit Peak,Single Unit AADT,Combination Unit AADT,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55mph,Vehicles Exceeding 65mph,Region,Region Number,County Number,Municipality,Latitude,Longitude,x,y
110196,011262,01,BRUCKNER BLVD S,CASTLE HILL AVE,WHITE PLAINS RD,14,30,207 Ft. E/O Olmstead Ave.   ,011262                                             / 011262,1,2019,1,15,Westbound,,115,60,55,73,110,336,739,1072,892,575,538,556,552,592,788,722,702,641,566,490,375,278,223,170,11220,0.942,1,11911,1072,8,12,9308,622,728,510,0,0,0,41,0,0,0,0,,11221,17,11,11,0,0,83,6,6,5,1,1,0,,,,,,,,,11,1,,40.82728,-73.85225,596780.0269999998,4520217.579600001
110197,011262,01,BRUCKNER BLVD S,CASTLE HILL AVE,WHITE PLAINS RD,14,30,207 Ft. E/O Olmstead Ave.   ,,1,2019,1,15,Combined Total,Y,115,60,55,73,110,336,739,1072,892,575,538,556,552,592,788,722,702,641,566,490,375,278,223,170,11220,0.942,1,11911,1072,8,12,9308,622,728,510,0,0,0,41,0,0,0,0,,11221,17,11,11,0,0,83,6,6,5,1,1,0,,,,,,,,,11,1,,40.82728,-73.85225,596780.0269999998,4520217.579600001
110198,012032,01,NEILL AVE,BRONXDALE AVE,PELHAM PKWY S,17,30,14 Ft. E/O Lurting Ave.     ,012032                                            ,1,2019,1,14,Eastbound,,24,11,10,4,14,34,121,224,225,129,150,141,162,176,252,240,222,228,212,154,118,80,70,46,3047,0.942,1,3235,252,15,5,2814,153,33,40,0,0,0,2,0,0,0,0,,3047,7,2,2,0,0,92,5,1,1,1,0,0,,,,,,,,,11,1,,40.85308,-73.85677,596361.5100999996,4523076.646
110199,012032,01,NEILL AVE,BRONXDALE AVE,PELHAM PKWY S,17,30,14 Ft. E/O Lurting Ave.     ,012032                                            ,1,2019,1,14,Westbound,,25,8,6,4,8,35,71,179,195,113,100,100,107,128,186,178,184,218,142,117,84,64,40,40,2332,0.942,1,2476,252,15,5,2129,118,27,38,0,0,0,1,0,0,0,0,,2318,8,3,3,0,0,92,5,1,2,1,0,0,,,,,,,,,11,1,,40.85308,-73.85677,596361.5100999996,4523076.646
110200,012032,01,NEILL AVE,BRONXDALE AVE,PELHAM PKWY S,17,30,14 Ft. E/O Lurting Ave.     ,,1,2019,1,14,Combined Total,Y,49,19,16,8,22,69,192,403,420,242,250,241,269,304,438,418,406,446,354,271,202,144,110,86,5379,0.942,1,5711,446,18,10,4943,271,60,78,0,0,0,3,0,0,0,0,,5365,8,3,3,0,0,92,5,1,1,1,0,0,,,,,,,,,11,1,,40.85308,-73.85677,596361.5100999996,4523076.646
110280,063002,06,I278 Exit 3 & 4,I278 WB (OFF),GOETHALS RD N,11,30,122 Ft. W/O I 278           ,063002                                            ,1,2019,2,5,Westbound,,14,14,12,21,46,182,347,296,136,103,114,110,127,128,122,127,131,144,127,68,44,34,42,36,2525,0.963,1,2622,347,7,1,1843,306,44,155,0,0,0,177,0,0,0,0,,2526,27,15,8,7,0,73,12,2,6,1,1,0,,,,,,,,,11,6,,40.62717,-74.18052,569306.7740000002,4497693.4735
110281,063002,06,I278 Exit 3 & 4,I278 WB (OFF),GOETHALS RD N,11,30,122 Ft. W/O I 278           ,,1,2019,2,5,Combined Total,Y,14,14,12,21,46,182,347,296,136,103,114,110,127,128,122,127,131,144,127,68,44,34,42,36,2525,0.963,1,2622,347,7,1,1843,306,44,155,0,0,0,177,0,0,0,0,,2526,27,15,8,7,0,73,12,2,6,1,1,0,,,,,,,,,11,6,,40.62717,-74.18052,569306.7740000002,4497693.4735
110616,014092,01,E 170TH ST,JEROME AVE,CLAY AVE,16,30,148 Ft. E/O College Ave.    ,014092                                            ,1,2019,1,15,Eastbound,,98,72,49,44,55,83,185,387,424,344,317,338,322,333,376,424,452,431,433,314,262,227,163,140,6273,0.942,1,6659,452,17,12,5790,0,331,133,0,0,0,3,0,0,0,0,,6269,7,7,7,0,0,92,0,5,2,1,1,0,,,,,,,,,11,1,,40.8373,-73.91002,591894.8465999998,4521267.6916000005
110617,014092,01,E 170TH ST,JEROME AVE,CLAY AVE,16,30,148 Ft. E/O College Ave.    ,014092                                            ,1,2019,1,15,Westbound,,80,42,38,31,40,60,190,374,404,366,342,340,346,363,414,447,424,407,314,262,198,143,117,94,5836,0.942,1,6195,452,17,14,5356,0,314,141,0,0,0,6,0,0,0,0,,5831,8,8,8,0,0,92,0,5,2,1,1,0,,,,,,,,,11,1,,40.8373,-73.91002,591894.8465999998,4521267.6916000005
110618,014092,01,E 170TH ST,JEROME AVE,CLAY AVE,16,30,148 Ft. E/O College Ave.    ,,1,2019,1,15,Combined Total,Y,178,114,87,75,95,143,375,761,828,710,659,678,668,696,790,871,876,838,747,576,460,370,280,234,12109,0.942,1,12854,876,17,26,11146,0,645,274,0,0,0,9,0,0,0,0,,12100,8,8,8,0,0,92,0,5,2,1,1,0,,,,,,,,,11,1,,40.8373,-73.91002,591894.8465999998,4521267.6916000005
110619,014162,01,INTERVALE AVE,FREEMAN ST,LOUIS NINE BLVD,17,30,186 Ft. N/O Freeman Street  ,014162                                            ,1,2019,1,15,Northbound,,48,23,12,14,20,32,84,225,210,136,139,136,154,162,203,208,253,235,153,120,80,74,60,44,2825,0.942,1,2999,253,17,12,2608,0,106,88,0,0,0,3,0,0,0,0,,2817,7,7,7,0,0,93,0,4,3,1,1,0,,,,,,,,,11,1,,40.83075,-73.89316,593325.5033999998,4520558.4024
110620,014162,01,INTERVALE AVE,FREEMAN ST,LOUIS NINE BLVD,17,30,186 Ft. N/O Freeman Street  ,014162                                            ,1,2019,1,15,Southbound,,40,20,12,18,38,54,139,318,310,195,154,149,162,177,219,249,274,235,174,118,94,78,48,44,3319,0.942,1,3523,318,8,6,3091,0,126,84,0,0,0,5,0,0,0,0,,3312,6,6,6,0,0,93,0,4,3,1,1,0,,,,,,,,,11,1,,40.83075,-73.89316,593325.5033999998,4520558.4024
110621,014162,01,INTERVALE AVE,FREEMAN ST,LOUIS NINE BLVD,17,30,186 Ft. N/O Freeman Street  ,,1,2019,1,15,Combined Total,Y,88,43,24,32,58,86,223,543,520,331,293,285,316,339,422,457,527,470,327,238,174,152,108,88,6144,0.942,1,6522,543,8,18,5699,0,232,172,0,0,0,8,0,0,0,0,,6129,7,7,7,0,0,93,0,4,3,1,1,0,,,,,,,,,11,1,,40.83075,-73.89316,593325.5033999998,4520558.4024
110677,063012,06,I278 Exit 8 & 9,NY 440 NB (ON),I278 WB (ON),11,30,300 Ft. N/O Hwy 440         ,063012                                            ,1,2019,2,5,Northbound,,32,10,14,14,34,88,138,218,238,218,191,213,264,223,330,251,283,266,300,316,272,269,103,52,4337,0.963,1,4504,330,15,1,3890,286,51,84,0,0,0,25,0,0,0,0,,4337,10,4,3,1,0,90,7,1,2,1,0,0,,,,,,,,,11,6,,40.61297,-74.15258,571684.9791000001,4496139.5998
110678,063012,06,I278 Exit 8 & 9,NY 440 NB (ON),I278 WB (ON),11,30,300 Ft. N/O Hwy 440         ,,1,2019,2,5,Combined Total,Y,32,10,14,14,34,88,138,218,238,218,191,213,264,223,330,251,283,266,300,316,272,269,103,52,4337,0.963,1,4504,330,15,1,3890,286,51,84,0,0,0,25,0,0,0,0,,4337,10,4,3,1,0,90,7,1,2,1,0,0,,,,,,,,,11,6,,40.61297,-74.15258,571684.9791000001,4496139.5998
111410,043802,04,907L Exit 2 at,DIVERGE FROM 907L NB OFF,PEARL ST,12,30,63 Ft. S/O Ramp from FDR SB ,043802                                            ,1,2019,1,7,Northbound,,18,6,2,7,10,24,140,219,257,290,140,114,102,88,108,104,102,88,105,44,44,30,26,20,2088,0.942,1,2217,290,10,2,1904,70,84,22,0,0,0,0,0,0,0,0,,2082,8,5,5,0,0,91,3,4,1,1,1,0,,,,,,,,,11,4,,40.70878,-74.00058,584422.2635000004,4506909.9475
111411,043802,04,907L Exit 2 at,DIVERGE FROM 907L NB OFF,PEARL ST,12,30,63 Ft. S/O Ramp from FDR SB ,,1,2019,1,7,Combined Total,Y,18,6,2,7,10,24,140,219,257,290,140,114,102,88,108,104,102,88,105,44,44,30,26,20,2088,0.942,1,2217,290,10,2,1904,70,84,22,0,0,0,0,0,0,0,0,,2082,8,5,5,0,0,91,3,4,1,1,1,0,,,,,,,,,11,4,,40.70878,-74.00058,584422.2635000004,4506909.9475
111420,046402,04,907L Exit 2 at,907L NB (OFF),DVG TO PEARL&BROOKLYN BR,12,30,415 Ft. N/O FDR             ,046402                                            ,1,2019,1,7,Eastbound,,180,102,49,58,66,120,376,530,644,881,643,526,470,452,514,541,450,382,394,341,309,308,294,228,8858,0.942,1,9403,881,10,7,8705,0,113,27,0,0,0,0,0,0,0,0,,8852,2,2,2,0,0,98,0,1,0,1,0,0,,,,,,,,,11,4,,40.70701,-74.00113,584378.0378999999,4506712.9377
111421,046402,04,907L Exit 2 at,907L NB (OFF),DVG TO PEARL&BROOKLYN BR,12,30,415 Ft. N/O FDR             ,,1,2019,1,7,Combined Total,Y,180,102,49,58,66,120,376,530,644,881,643,526,470,452,514,541,450,382,394,341,309,308,294,228,8858,0.942,1,9403,881,10,7,8705,0,113,27,0,0,0,0,0,0,0,0,,8852,2,2,2,0,0,98,0,1,0,1,0,0,,,,,,,,,11,4,,40.70701,-74.00113,584378.0378999999,4506712.9377
111817,014122,01,E BURNSIDE AVE,JEROME AVE,VALENTINE AVE,16,30,199 Ft. W/O Ryer Ave.       ,014122                                            ,1,2019,1,22,Eastbound,,130,84,62,49,66,99,229,411,368,367,328,359,360,357,374,404,447,478,451,409,320,276,208,162,6798,0.942,1,7217,478,18,30,6082,249,290,152,0,0,0,2,0,0,0,0,,6805,10,7,6,0,0,89,4,4,2,1,0,0,,,,,,,,,11,1,,40.8513,-73.90211,592542.2620000001,4522830.1514
111818,014122,01,E BURNSIDE AVE,JEROME AVE,VALENTINE AVE,16,30,199 Ft. W/O Ryer Ave.       ,014122                                            ,1,2019,1,22,Westbound,,110,64,52,43,48,73,182,347,423,352,331,322,342,370,463,433,424,424,410,308,280,222,179,155,6357,0.942,1,6748,478,18,24,5668,206,312,130,0,0,0,6,0,0,0,0,,6346,10,7,7,0,0,89,3,5,2,1,1,0,,,,,,,,,11,1,,40.8513,-73.90211,592542.2620000001,4522830.1514
111819,014122,01,E BURNSIDE AVE,JEROME AVE,VALENTINE AVE,16,30,199 Ft. W/O Ryer Ave.       ,,1,2019,1,22,Combined Total,Y,240,148,114,92,114,172,411,758,791,719,659,681,702,727,837,837,871,902,861,717,600,498,387,317,13155,0.942,1,13965,902,18,54,11750,455,602,282,0,0,0,8,0,0,0,0,,13151,10,7,7,0,0,89,3,5,2,1,0,0,,,,,,,,,11,1,,40.8513,-73.90211,592542.2620000001,4522830.1514
111825,016082,01,I87 Exit 7 95I,WASHINGTON BR,EDWARD L GRNT HWY,11,30,33 Ft. W/O Odgen Ave.       ,016082                                             / 016082,1,2019,1,22,Eastbound,,178,136,91,66,73,115,272,592,649,534,478,466,434,484,558,626,684,666,630,458,364,335,299,235,9423,0.942,1,10003,684,17,8,8673,0,599,130,0,0,0,10,0,0,0,0,,9420,8,8,8,0,0,92,0,6,1,1,1,0,,,,,,,,,11,1,,40.84449,-73.9235,590748.5368999997,4522051.7962
111826,016082,01,I87 Exit 7 95I,WASHINGTON BR,EDWARD L GRNT HWY,11,30,33 Ft. W/O Odgen Ave.       ,,1,2019,1,22,Combined Total,Y,178,136,91,66,73,115,272,592,649,534,478,466,434,484,558,626,684,666,630,458,364,335,299,235,9423,0.942,1,10003,684,17,8,8673,0,599,130,0,0,0,10,0,0,0,0,,9420,8,8,8,0,0,92,0,6,1,1,1,0,,,,,,,,,11,1,,40.84449,-73.9235,590748.5368999997,4522051.7962
111840,023062,02,907C Exit 9 EMM,SHORE PKWY,907C SW (ON),12,30,395 Ft. E/O Belt Pkwy       ,023062                                            ,1,2019,1,22,Westbound,,102,53,35,40,85,236,503,896,728,584,526,530,491,566,604,607,574,517,513,470,356,316,222,157,9711,0.942,1,10309,896,8,1,9064,410,208,28,0,0,0,1,0,0,0,0,,9712,7,2,2,0,0,93,4,2,0,1,0,0,,,,,,,,,11,2,,40.58639,-73.93344,590258.5208999999,4493390.665200001
111841,023062,02,907C Exit 9 EMM,SHORE PKWY,907C SW (ON),12,30,395 Ft. E/O Belt Pkwy       ,,1,2019,1,22,Combined Total,Y,102,53,35,40,85,236,503,896,728,584,526,530,491,566,604,607,574,517,513,470,356,316,222,157,9711,0.942,1,10309,896,8,1,9064,410,208,28,0,0,0,1,0,0,0,0,,9712,7,2,2,0,0,93,4,2,0,1,0,0,,,,,,,,,11,2,,40.58639,-73.93344,590258.5208999999,4493390.665200001
111882,041292,04,E 15TH ST,UNION SQ W,FIFTH AVE,17,30,162 Ft. W/O  Union  Square  W,041292                                            ,1,2019,1,22,Westbound,,36,26,16,16,14,27,64,84,78,112,122,134,120,102,114,104,116,97,104,111,71,84,56,50,1858,0.942,1,1972,134,12,14,1548,150,12,129,0,0,0,1,0,0,0,0,,1854,16,8,8,0,1,83,8,1,7,1,1,0,,,,,,,,,11,4,,40.73616,-73.99183,585126.5044999998,4509957.758099999
111883,041292,04,E 15TH ST,UNION SQ W,FIFTH AVE,17,30,162 Ft. W/O  Union  Square  W,,1,2019,1,22,Combined Total,Y,36,26,16,16,14,27,64,84,78,112,122,134,120,102,114,104,116,97,104,111,71,84,56,50,1858,0.942,1,1972,134,12,14,1548,150,12,129,0,0,0,1,0,0,0,0,,1854,16,8,8,0,1,83,8,1,7,1,1,0,,,,,,,,,11,4,,40.73616,-73.99183,585126.5044999998,4509957.758099999
111889,043032,04,907L Exit 2 at,DIVERGE TO 907L SB&SOUTH ST,907L SB (ON),12,30,805 Ft. S/O Pearl Street    ,043032                                            ,1,2019,1,22,Southbound,,32,21,16,12,25,64,138,155,203,188,182,162,163,166,180,180,216,250,186,164,151,142,94,68,3158,0.942,1,3352,250,18,1,2996,79,73,1,0,0,0,0,0,0,0,0,,3150,5,2,2,0,0,95,3,2,0,1,0,0,,,,,,,,,11,4,,40.70821,-73.99991,584479.5805000002,4506847.318
111890,043032,04,907L Exit 2 at,DIVERGE TO 907L SB&SOUTH ST,907L SB (ON),12,30,805 Ft. S/O Pearl Street    ,,1,2019,1,22,Combined Total,Y,32,21,16,12,25,64,138,155,203,188,182,162,163,166,180,180,216,250,186,164,151,142,94,68,3158,0.942,1,3352,250,18,1,2996,79,73,1,0,0,0,0,0,0,0,0,,3150,5,2,2,0,0,95,3,2,0,1,0,0,,,,,,,,,11,4,,40.70821,-73.99991,584479.5805000002,4506847.318
116374,050072,05,Van Wyck Expres,RT 495I L.I.E. UNDER,RT 25A NORTHERN BLVD UNDER,11,30,407' S/o Roosevelt Ave overpass,050072                                             / 050072 / 050072,1,2019,6,17,Northbound,,1450,1038,774,748,1210,2828,4514,4676,4656,4276,4152,4218,3915,3780,3874,4194,4180,3975,4019,3984,3372,3006,2596,2046,77481,1.113,1,69615,4676,8,53,65310,4419,1236,4521,0,0,0,1940,0,0,0,0,,77479,16,10,7,3,0,84,6,2,6,1,0,0,,,,,,,,,11,5,,40.7559,-73.83835,598057.0898000002,4512309.213300001
116375,050072,05,Van Wyck Expres,RT 495I L.I.E. UNDER,RT 25A NORTHERN BLVD UNDER,11,30,407' S/o Roosevelt Ave overpass,050072                                             / 050072 / 050072,1,2019,6,17,Southbound,,1308,842,768,822,1327,2780,3492,3738,3595,3417,3232,3280,3472,3899,4274,4549,4206,4068,4170,3768,3101,2930,2600,1895,71533,1.113,1,64270,4676,8,57,59806,4344,1121,4329,0,0,0,1871,0,0,0,0,,71528,16,10,8,3,0,84,6,2,6,1,1,0,,,,,,,,,11,5,,40.7559,-73.83835,598057.0898000002,4512309.213300001
116376,050072,05,Van Wyck Expres,RT 495I L.I.E. UNDER,RT 25A NORTHERN BLVD UNDER,11,30,407' S/o Roosevelt Ave overpass,,1,2019,6,17,Combined Total,Y,2758,1880,1542,1570,2537,5608,8006,8414,8251,7693,7384,7498,7387,7679,8148,8743,8386,8043,8189,7752,6473,5936,5196,3941,149014,1.113,1,133885,9063,16,110,125116,8763,2357,8850,0,0,0,3811,0,0,0,0,,149007,16,10,8,3,0,84,6,2,6,1,0,0,,,,,,,,,11,5,,40.7559,-73.83835,598057.0898000002,4512309.213300001
117823,051292,05,ROOSEVELT AVE,GRAND CENTRAL PKWY,126TH ST,14,30,185 Ft. E/O Stadium PL S.   ,                                                   / ,1,2019,5,6,Eastbound,,94,76,63,62,174,339,408,555,686,547,460,428,441,437,494,557,602,574,517,428,324,262,239,157,8924,1.089,1,8195,686,9,481,6345,719,21,128,60,8,85,1,0,3,5,3,,7859,13,4,3,1,6,81,9,0,2,1,0,0,,,28,30,35,0,0,,11,5,,40.75363,-73.84897,597163.9223999996,4512045.411800001
117824,051292,05,ROOSEVELT AVE,GRAND CENTRAL PKWY,126TH ST,14,30,185 Ft. E/O Stadium PL S.   ,                                                   / ,1,2019,5,6,Westbound,,140,97,65,51,74,133,353,717,542,456,420,452,533,566,615,639,628,703,638,510,407,369,369,220,9697,1.089,1,8904,717,8,395,6769,805,11,126,44,4,106,3,0,6,8,16,,8293,14,4,2,2,5,82,10,0,2,1,0,0,,,29,31,36,0,0,,11,5,,40.75363,-73.84897,597163.9223999996,4512045.411800001
117825,051292,05,ROOSEVELT AVE,GRAND CENTRAL PKWY,126TH ST,14,30,185 Ft. E/O Stadium PL S.   ,,1,2019,5,6,Combined Total,Y,234,173,128,113,248,472,761,1272,1228,1003,880,880,974,1003,1109,1196,1230,1277,1155,938,731,631,608,377,18621,1.089,1,17099,1277,18,876,13114,1524,32,254,104,12,191,4,0,9,13,19,,16152,13,4,2,1,5,81,9,0,2,1,0,0,,,28,30,36,0,0,,11,5,,40.75363,-73.84897,597163.9223999996,4512045.411800001
117826,051312,05,UNION TPKE,MYRTLE AVE,METROPOLTN AVE,14,30,80 Ft. E/O 74 th Ave.       ,                                                    / ,1,2019,4,1,Eastbound,,34,23,13,20,37,150,518,782,662,511,380,307,314,378,569,655,662,627,666,459,243,203,116,66,8395,1.054,1,7965,782,8,58,6165,913,31,159,77,19,28,12,9,11,10,53,,7545,18,5,4,2,1,82,12,0,3,1,0,0,,,29,34,41,0,0,,11,5,,40.70842,-73.84535,597535.5126,4507030.7687
117827,051312,05,UNION TPKE,MYRTLE AVE,METROPOLTN AVE,14,30,80 Ft. E/O 74 th Ave.       ,                                                    /  / ,1,2019,4,1,Westbound,,43,23,10,16,27,102,327,544,468,315,276,261,282,326,386,503,528,504,508,311,237,182,118,68,6365,1.054,1,6039,782,8,37,5171,636,1,90,41,4,5,2,0,0,0,3,,5990,13,2,2,0,1,86,11,0,2,1,0,0,,,34,35,40,0,0,,11,5,,40.70842,-73.84535,597535.5126,4507030.7687
118090,041272,04,2ND AVE,E 34TH ST,E 23RD ST,14,30,117 Ft. S/O E 30th Street   ,041272                                             / 041272 / 041272 / 041272 / 041272 / 041272,1,2019,12,10,Southbound,,912,634,403,344,410,696,1288,1542,1526,1620,1401,1360,1277,1328,1238,1393,1468,1619,1638,1554,1476,1378,1324,1187,29016,1.018,1,28503,1638,19,81,24232,2128,890,1584,0,0,0,99,0,0,0,0,,29014,16,9,9,0,0,84,7,3,5,1,0,0,,,,,,,,,11,4,,40.74196,-73.97792,586293.5407999996,4510615.180600001
118091,041272,04,2ND AVE,E 34TH ST,E 23RD ST,14,30,117 Ft. S/O E 30th Street   ,,1,2019,12,10,Combined Total,Y,912,634,403,344,410,696,1288,1542,1526,1620,1401,1360,1277,1328,1238,1393,1468,1619,1638,1554,1476,1378,1324,1187,29016,1.018,1,28503,1638,19,81,24232,2128,890,1584,0,0,0,99,0,0,0,0,,29014,16,9,9,0,0,84,7,3,5,1,0,0,,,,,,,,,11,4,,40.74196,-73.97792,586293.5407999996,4510615.180600001
