OBJECTID,RCSTA,RC Code,Roadway Name,Station Start,Station End,Functional Class,Factor Group,Specific Recorder Placement,Channel Notes,Vehicle Axle Code,Count Year,Count Month,Day of First Data,Federal Direction,Full Count,1200am-0100am,0100am-0200am,0200am-0300am,0300am-0400am,0400am-0500am,0500am-0600am,0600am-0700am,0700am-0800am,0800am-0900am,0900am-1000am,1000am-1100am,1100am-1200pm,1200pm-0100pm,0100pm-0200pm,0200pm-0300pm,0300pm-0400pm,0400pm-0500pm,0500pm-0600pm,0600pm-0700pm,0700pm-0800pm,0800pm-0900pm,0900pm-1000pm,1000pm-1100pm,1100pm-1200pm,Average Weekday Daily Traffic,Seasonal Factor,Axle Factor,AADT,High Hour Value,High Hour Interval,Average Weekday F1S,Average Weekday F2S,Average Weekday F3S,Average Weekday F4S,Average Weekday F5S,Average Weekday F6S,Average Weekday F7S,Average Weekday F8S,Average Weekday F9S,Average Weekday F10S,Average Weekday F11S,Average Weekday F12S,Average Weekday F13S,Average Weekday Unclassified,Average Weekday Totals,Average Weekday Percent F3_13,Average Weekday Percent F4_13,Average Weekday Percent F4_7,Average Weekday Percent F8_13,Average Weekday Percent F1,Average Weekday Percent F2,Average Weekday Percent F3,Average Weekday Percent F4,Average Weekday Percent F5_7,Axle Correction Factor,Single Unit Peak,Combination Unit Peak,Single Unit AADT,Combination Unit AADT,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55mph,Vehicles Exceeding 65mph,Region,Region Number,County Number,Municipality,Latitude,Longitude,x,y
111019,016084,01,I95 Exit 6 295I,I95 NB (OFF),MERGE FROM I95&I278 EB OFF,11,30,365 Ft. E/O I 95            ,,1,2019,1,14,Combined Total,Y,286,226,220,245,366,766,825,556,955,945,844,804,838,871,878,1043,1046,997,876,916,750,723,560,430,16966,0.942,1,18011,1046,17,0,13605,1156,172,1104,0,0,0,935,0,0,0,0,,16972,20,13,8,6,0,80,7,1,7,1,0,0,,,,,,,,,11,1,,40.82858,-73.84658,597256.2399000004,4520368.1699
111032,043044,04,907L Exit 14 at,907L NB (OFF),E 96TH ST,12,30,380 Ft. N/O FDR             ,043044                                             / 043044,1,2019,1,7,Northbound,,225,136,90,85,128,292,620,862,790,891,862,810,738,706,707,746,637,628,618,588,519,466,422,335,12901,0.942,1,13695,891,10,18,12619,0,239,20,0,0,0,0,0,0,0,0,,12896,2,2,2,0,0,98,0,2,0,1,0,0,,,,,,,,,11,4,,40.78209,-73.94392,589110.5691,4515103.901000001
111033,043044,04,907L Exit 14 at,907L NB (OFF),E 96TH ST,12,30,380 Ft. N/O FDR             ,,1,2019,1,7,Combined Total,Y,225,136,90,85,128,292,620,862,790,891,862,810,738,706,707,746,637,628,618,588,519,466,422,335,12901,0.942,1,13695,891,10,18,12619,0,239,20,0,0,0,0,0,0,0,0,,12896,2,2,2,0,0,98,0,2,0,1,0,0,,,,,,,,,11,4,,40.78209,-73.94392,589110.5691,4515103.901000001
111414,043804,04,907L Exit 2 at,DIVERGE FROM 907L SB OFF,MERGE WITH 907L NB OFF RAMP,12,30,600 Ft. W/O FDR             ,043804                                             / 043804,1,2019,1,7,Westbound,,1064,573,376,261,400,918,1499,1762,1650,1552,1409,1457,1506,1495,1603,1719,1358,1310,1544,1689,1638,1620,1498,1406,31307,0.942,1,33235,1762,8,23,31112,0,153,15,0,0,0,0,0,0,0,0,,31303,1,1,1,0,0,99,0,0,0,1,0,0,,,,,,,,,11,4,,40.70877,-74.00046,584432.4128,4506908.9528
111415,043804,04,907L Exit 2 at,DIVERGE FROM 907L SB OFF,MERGE WITH 907L NB OFF RAMP,12,30,600 Ft. W/O FDR             ,,1,2019,1,7,Combined Total,Y,1064,573,376,261,400,918,1499,1762,1650,1552,1409,1457,1506,1495,1603,1719,1358,1310,1544,1689,1638,1620,1498,1406,31307,0.942,1,33235,1762,8,23,31112,0,153,15,0,0,0,0,0,0,0,0,,31303,1,1,1,0,0,99,0,0,0,1,0,0,,,,,,,,,11,4,,40.70877,-74.00046,584432.4128,4506908.9528
111426,046414,04,907P Exit 21 at,907P NB (OFF),E 135TH ST,12,30,690 Ft. N/O FDR             ,046414                                            ,1,2019,1,7,Northbound,,158,89,60,52,70,166,314,373,365,398,344,334,338,388,392,495,522,474,410,372,332,302,268,231,7247,0.942,1,7693,522,17,3,7099,0,107,29,0,0,0,1,0,0,0,0,,7239,2,2,2,0,0,98,0,1,0,1,0,0,,,,,,,,,11,4,,40.81125,-73.9346,589857.6590999998,4518350.417199999
111427,046414,04,907P Exit 21 at,907P NB (OFF),E 135TH ST,12,30,690 Ft. N/O FDR             ,,1,2019,1,7,Combined Total,Y,158,89,60,52,70,166,314,373,365,398,344,334,338,388,392,495,522,474,410,372,332,302,268,231,7247,0.942,1,7693,522,17,3,7099,0,107,29,0,0,0,1,0,0,0,0,,7239,2,2,2,0,0,98,0,1,0,1,0,0,,,,,,,,,11,4,,40.81125,-73.9346,589857.6590999998,4518350.417199999
111833,021284,02,McGUINNESS BLVD,MEEKER AVE N,GREENPOINT AVE,14,30,263 Ft. N/O Norman Ave.     ,021284                                             / 021284,1,2019,1,22,Northbound,,286,220,158,153,278,738,1188,1232,1110,952,914,916,999,962,898,925,932,846,796,778,722,566,510,380,17459,0.942,1,18534,1232,8,25,14019,1757,164,1282,0,0,0,206,0,0,0,0,,17453,20,9,8,1,0,80,10,1,7,1,1,0,,,,,,,,,11,2,,40.72694,-73.94942,588719.7692999998,4508976.261600001
111834,021284,02,McGUINNESS BLVD,MEEKER AVE N,GREENPOINT AVE,14,30,263 Ft. N/O Norman Ave.     ,021284                                             / 021284,1,2019,1,22,Southbound,,350,214,140,124,172,292,592,934,1029,944,870,860,944,924,1140,1304,1377,1312,1186,988,880,676,649,522,18423,0.942,1,19557,1377,17,34,14808,1858,202,1316,0,0,0,206,0,0,0,0,,18424,19,9,8,1,0,80,10,1,7,1,0,0,,,,,,,,,11,2,,40.72694,-73.94942,588719.7692999998,4508976.261600001
111835,021284,02,McGUINNESS BLVD,MEEKER AVE N,GREENPOINT AVE,14,30,263 Ft. N/O Norman Ave.     ,,1,2019,1,22,Combined Total,Y,636,434,298,277,450,1030,1780,2166,2139,1896,1784,1776,1943,1886,2038,2229,2309,2158,1982,1766,1602,1242,1159,902,35882,0.942,1,38091,2554,16,59,28827,3615,366,2598,0,0,0,412,0,0,0,0,,35877,19,9,8,1,0,80,10,1,7,1,0,0,,,,,,,,,11,2,,40.72694,-73.94942,588719.7692999998,4508976.261600001
111887,041294,04,E 25TH ST,LEXINGTON AVE,MADISON AVE,17,30,162 Ft. W/O Park Ave. S     ,041294                                            ,1,2019,1,22,Westbound,,70,40,22,22,26,52,89,91,130,174,190,180,180,188,202,181,158,157,163,216,204,185,157,128,3205,0.942,1,3402,216,20,7,2608,152,284,153,0,0,0,0,0,0,0,0,,3204,18,14,14,0,0,81,5,9,5,1,1,0,,,,,,,,,11,4,,40.74192,-73.98608,585604.6377999997,4510602.7502999995
111888,041294,04,E 25TH ST,LEXINGTON AVE,MADISON AVE,17,30,162 Ft. W/O Park Ave. S     ,,1,2019,1,22,Combined Total,Y,70,40,22,22,26,52,89,91,130,174,190,180,180,188,202,181,158,157,163,216,204,185,157,128,3205,0.942,1,3402,216,20,7,2608,152,284,153,0,0,0,0,0,0,0,0,,3204,18,14,14,0,0,81,5,9,5,1,1,0,,,,,,,,,11,4,,40.74192,-73.98608,585604.6377999997,4510602.7502999995
111894,046404,04,907L Exit 2 at,PEARL ST,MERGE WITH907L NB OFF RAMP,12,30,168 Ft. N/O Pearl St.       ,046404                                            ,1,2019,1,22,Westbound,,150,112,64,41,58,106,142,213,238,240,262,214,213,226,244,324,471,460,395,269,226,256,237,218,5379,0.942,1,5710,471,17,2,5211,122,34,2,0,0,0,0,0,0,0,0,,5371,3,1,1,0,0,97,2,1,0,1,0,0,,,,,,,,,11,4,,40.70996,-74.00214,584288.9983000001,4507039.436899999
111895,046404,04,907L Exit 2 at,PEARL ST,MERGE WITH907L NB OFF RAMP,12,30,168 Ft. N/O Pearl St.       ,,1,2019,1,22,Combined Total,Y,150,112,64,41,58,106,142,213,238,240,262,214,213,226,244,324,471,460,395,269,226,256,237,218,5379,0.942,1,5710,471,17,2,5211,122,34,2,0,0,0,0,0,0,0,0,,5371,3,1,1,0,0,97,2,1,0,1,0,0,,,,,,,,,11,4,,40.70996,-74.00214,584288.9983000001,4507039.436899999
117779,055634,05,222 ST,145TH AVE,S CONDUIT AVE,19,30,274 Ft. S/O S Conduit Ave.  ,0556349                                           ,2,2019,11,2,Northbound,,8,3,3,3,4,8,16,26,20,8,6,8,15,12,16,31,30,29,29,23,24,20,13,4,359,1.033,0.983,348,31,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,40.66477,-73.7562,605134.9424999999,4502288.114
117780,055634,05,222 ST,145TH AVE,S CONDUIT AVE,19,30,274 Ft. S/O S Conduit Ave.  ,0556349                                           ,2,2019,11,2,Southbound,,24,19,12,11,15,29,79,87,87,77,69,68,79,90,130,162,181,185,117,77,57,61,47,34,1797,1.033,0.983,1740,185,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,40.66477,-73.7562,605134.9424999999,4502288.114
117781,055634,05,222 ST,145TH AVE,S CONDUIT AVE,19,30,274 Ft. S/O S Conduit Ave.  ,,2,2019,11,2,Combined Total,Y,32,22,15,14,19,37,95,113,107,85,75,76,94,102,146,193,211,214,146,100,81,81,60,38,2156,1.033,0.983,2088,214,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,40.66477,-73.7562,605134.9424999999,4502288.114
118095,051294,05,SEAGIRT BLVD,ROCKAWAY FWY,BEACH 9TH ST,14,30,14 Ft. W/O Beach 25th Street ,051294                                             / 051294 / 051294,1,2019,12,10,Eastbound,,82,56,34,30,58,152,378,656,725,472,420,444,468,512,735,1027,953,920,690,464,303,226,200,142,10147,1.018,1,9968,1027,16,0,9482,0,374,170,0,0,0,14,0,0,0,0,,10040,6,6,5,0,0,94,0,4,2,1,1,0,,,,,,,,,11,5,,40.5954,-73.75839,605058.5027999999,4494584.9859
118096,051294,05,SEAGIRT BLVD,ROCKAWAY FWY,BEACH 9TH ST,14,30,14 Ft. W/O Beach 25th Street ,051294                                             / 051294 / 051294,1,2019,12,10,Westbound,,118,75,38,38,67,190,656,1192,809,552,450,434,480,536,542,634,668,767,650,512,378,302,252,203,10543,1.018,1,10357,1192,8,0,9770,0,427,188,0,0,0,16,0,0,0,0,,10401,6,6,6,0,0,94,0,4,2,1,1,0,,,,,,,,,11,5,,40.5954,-73.75839,605058.5027999999,4494584.9859
118097,051294,05,SEAGIRT BLVD,ROCKAWAY FWY,BEACH 9TH ST,14,30,14 Ft. W/O Beach 25th Street ,,1,2019,12,10,Combined Total,Y,200,131,72,68,125,342,1034,1848,1534,1024,870,878,948,1048,1277,1661,1621,1687,1340,976,681,528,452,345,20690,1.018,1,20325,1848,8,0,19252,0,801,358,0,0,0,30,0,0,0,0,,20441,6,6,6,0,0,94,0,4,2,1,1,0,,,,,,,,,11,5,,40.5954,-73.75839,605058.5027999999,4494584.9859
118417,043014,04,I278 at 900G,MRG RMP FRM RANDALL IS PK RD,MRG RMP TO I-278 NB (ON),11,30,40 Ft. N/O Randall Island   ,                                                   ,2,2019,10,28,Northbound,,42,17,14,8,16,26,59,70,83,77,70,78,79,127,235,164,125,107,80,58,60,44,44,64,1747,1.079,0.94,1619,235,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,40.79566,-73.92133,590998.1864,4516633.4814
118418,043014,04,I278 at 900G,MRG RMP FRM RANDALL IS PK RD,MRG RMP TO I-278 NB (ON),11,30,40 Ft. N/O Randall Island   ,,2,2019,10,28,Combined Total,Y,42,17,14,8,16,26,59,70,83,77,70,78,79,127,235,164,125,107,80,58,60,44,44,64,1747,1.079,0.94,1619,235,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,40.79566,-73.92133,590998.1864,4516633.4814
118485,011154,01,E 241ST ST,WHITE PLAINS RD,BAYCHESTER AVE,14,30,197 Ft. W/O Barnes Ave.     ,011154                                            ,1,2019,8,5,Eastbound,,178,104,81,74,72,116,260,421,462,384,356,368,404,401,445,516,615,618,591,506,428,353,281,294,8328,1.097,1,7592,618,18,21,7611,397,105,174,0,0,0,14,0,0,0,0,,8322,8,4,3,0,0,91,5,1,2,1,0,0,,,,,,,,,11,1,,40.9027,-73.84876,596964.2335000001,4528593.8256
