OBJECTID,RCSTA,RC Code,Roadway Name,Station Start,Station End,Functional Class,Factor Group,Specific Recorder Placement,Channel Notes,Vehicle Axle Code,Count Year,Count Month,Day of First Data,Federal Direction,Full Count,1200am-0100am,0100am-0200am,0200am-0300am,0300am-0400am,0400am-0500am,0500am-0600am,0600am-0700am,0700am-0800am,0800am-0900am,0900am-1000am,1000am-1100am,1100am-1200pm,1200pm-0100pm,0100pm-0200pm,0200pm-0300pm,0300pm-0400pm,0400pm-0500pm,0500pm-0600pm,0600pm-0700pm,0700pm-0800pm,0800pm-0900pm,0900pm-1000pm,1000pm-1100pm,1100pm-1200pm,Average Weekday Daily Traffic,Seasonal Factor,Axle Factor,AADT,High Hour Value,High Hour Interval,Average Weekday F1S,Average Weekday F2S,Average Weekday F3S,Average Weekday F4S,Average Weekday F5S,Average Weekday F6S,Average Weekday F7S,Average Weekday F8S,Average Weekday F9S,Average Weekday F10S,Average Weekday F11S,Average Weekday F12S,Average Weekday F13S,Average Weekday Unclassified,Average Weekday Totals,Average Weekday Percent F3_13,Average Weekday Percent F4_13,Average Weekday Percent F4_7,Average Weekday Percent F8_13,Average Weekday Percent F1,Average Weekday Percent F2,Average Weekday Percent F3,Average Weekday Percent F4,Average Weekday Percent F5_7,Axle Correction Factor,Single Unit Peak,Combination Unit Peak,Single Unit AADT,Combination Unit AADT,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55mph,Vehicles Exceeding 65mph,Region,Region Number,County Number,Municipality,Latitude,Longitude,x,y
106012,041125,04,AV OF THE AMRCS,CHURCH ST,CANAL ST,14,30,93 Ft. S/O Walker Street    ,041125                                             / 041125 / 041125,1,2019,1,7,Northbound,,475,324,234,239,314,474,686,878,822,833,866,836,838,856,943,934,757,756,848,938,933,879,759,633,17055,0.942,1,18105,943,15,55,14997,828,581,581,0,0,0,12,0,0,0,0,,17054,12,7,7,0,0,88,5,3,3,1,0,0,,,,,,,,,11,4,,40.71941,-74.00517,584021.1688999999,4508085.5452
106013,041125,04,AV OF THE AMRCS,CHURCH ST,CANAL ST,14,30,93 Ft. S/O Walker Street    ,,1,2019,1,7,Combined Total,Y,475,324,234,239,314,474,686,878,822,833,866,836,838,856,943,934,757,756,848,938,933,879,759,633,17055,0.942,1,18105,943,15,55,14997,828,581,581,0,0,0,12,0,0,0,0,,17054,12,7,7,0,0,88,5,3,3,1,0,0,,,,,,,,,11,4,,40.71941,-74.00517,584021.1688999999,4508085.5452
106025,042025,04,W 55TH ST,10TH AVE,FIFTH AVE,16,30,333 Ft. W/O 6 th Ave.       ,042025                                            ,1,2019,1,14,Westbound,,286,194,127,124,138,204,332,294,249,246,283,256,242,275,282,313,291,290,300,318,318,346,364,334,6406,0.942,1,6800,364,23,37,5418,442,29,474,0,0,0,10,0,0,0,0,,6410,15,8,8,0,1,85,7,0,7,1,0,0,,,,,,,,,11,4,,40.76329,-73.97872,586198.4420999996,4512982.1811999995
106026,042025,04,W 55TH ST,10TH AVE,FIFTH AVE,16,30,333 Ft. W/O 6 th Ave.       ,,1,2019,1,14,Combined Total,Y,286,194,127,124,138,204,332,294,249,246,283,256,242,275,282,313,291,290,300,318,318,346,364,334,6406,0.942,1,6800,364,23,37,5418,442,29,474,0,0,0,10,0,0,0,0,,6410,15,8,8,0,1,85,7,0,7,1,0,0,,,,,,,,,11,4,,40.76329,-73.97872,586198.4420999996,4512982.1811999995
109793,010045,01,Bruckner Expres,EXIT 46 I-895 SHERIDAN EXPRE,BRONX RIVER PKWY NORTH EX,11,30,230 Ft. W/O Bronx River Ave. ( Under ) ,010045                                             / 010045 / 010045,1,2019,1,15,Eastbound,,1644,908,636,538,850,1514,2566,3806,4181,3294,3100,3480,3686,3698,4566,4588,4694,4672,4396,3989,3300,2957,2443,2076,71582,0.942,1,75989,4694,17,29,61881,4063,2019,2768,0,0,0,818,0,0,0,0,,71578,14,8,7,1,0,86,6,3,4,1,1,0,,,,,,,,,11,1,,40.82277,-73.88357,594145.4055000003,4519682.807499999
109794,010045,01,Bruckner Expres,EXIT 46 I-895 SHERIDAN EXPRE,BRONX RIVER PKWY NORTH EX,11,30,230 Ft. W/O Bronx River Ave. ( Under ) ,010045                                             / 010045 / 010045,1,2019,1,15,Westbound,,1104,715,600,856,1678,3806,3544,3644,3765,3760,3558,3457,3858,3750,4156,4110,3796,3878,3754,3256,2674,2452,2336,1708,70215,0.942,1,74538,4694,17,23,59648,4144,1751,3182,0,0,0,1456,0,0,0,0,,70204,15,9,7,2,0,85,6,2,5,1,1,0,,,,,,,,,11,1,,40.82277,-73.88357,594145.4055000003,4519682.807499999
109795,010045,01,Bruckner Expres,EXIT 46 I-895 SHERIDAN EXPRE,BRONX RIVER PKWY NORTH EX,11,30,230 Ft. W/O Bronx River Ave. ( Under ) ,,1,2019,1,15,Combined Total,Y,2748,1623,1236,1394,2528,5320,6110,7450,7946,7054,6658,6937,7544,7448,8722,8698,8490,8550,8150,7245,5974,5409,4779,3784,141797,0.942,1,150527,8722,15,52,121529,8207,3770,5950,0,0,0,2274,0,0,0,0,,141782,14,8,7,2,0,86,6,3,4,1,1,0,,,,,,,,,11,1,,40.82277,-73.88357,594145.4055000003,4519682.807499999
110272,060005,06,Staten Island E,END I-278/440 OLAP,EXIT TO SLOSSON AVE,11,30,979 Ft. W/O Off Ramp        ,060005                                             / 060005 / 060005 / 060005,1,2019,2,5,Eastbound,,1190,735,639,824,1858,4900,5604,4456,5214,5278,5117,4842,4663,5000,5508,5528,5758,5876,5598,5187,3962,3348,2730,1859,95674,0.963,1,99350,5876,18,77,82044,5820,1197,3654,0,0,0,2883,0,0,0,0,,95675,14,8,5,3,0,86,6,1,4,1,0,0,,,,,,,,,11,6,,40.60788,-74.13931,572813.0533999996,4495585.482799999
110273,060005,06,Staten Island E,END I-278/440 OLAP,EXIT TO SLOSSON AVE,11,30,988 Ft. W/O In Ramp         ,060005                                             / 060005 / 060005 / 060005 / 060005,1,2019,2,5,Westbound,,1196,712,517,466,762,1742,3376,5215,5724,5332,4961,4626,4717,5131,6140,6012,6040,6024,5774,4006,3937,3108,2494,2024,90036,0.963,1,93495,6140,15,72,78027,5358,1141,3249,0,0,0,2181,0,0,0,0,,90028,13,7,5,2,0,87,6,1,4,1,0,0,,,,,,,,,11,6,,40.60788,-74.13931,572813.0533999996,4495585.482799999
110274,060005,06,Staten Island E,END I-278/440 OLAP,EXIT TO SLOSSON AVE,11,30,988 Ft. W/O In Ramp         ,,1,2019,2,5,Combined Total,Y,2386,1447,1156,1290,2620,6642,8980,9671,10938,10610,10078,9468,9380,10131,11648,11540,11798,11900,11372,9193,7899,6456,5224,3883,185710,0.963,1,192845,11900,18,149,160071,11178,2338,6903,0,0,0,5064,0,0,0,0,,185703,14,8,5,3,0,86,6,1,4,1,0,0,,,,,,,,,11,6,,40.60788,-74.13931,572813.0533999996,4495585.482799999
110286,063005,06,I278 Exit 6 & 7,GOETHALS RD,I278 WB (ON),11,30,230 Ft. E/O I 278           ,063005                                            ,1,2019,2,5,Westbound,,22,12,8,11,40,93,146,258,226,160,136,138,151,150,200,197,174,164,164,147,92,78,58,43,2868,0.963,1,2978,258,8,0,2500,226,44,71,0,0,0,19,0,0,0,0,,2860,13,5,4,1,0,87,8,2,2,1,0,0,,,,,,,,,11,6,,40.61935,-74.16376,570732.5004000003,4496838.7587
110287,063005,06,I278 Exit 6 & 7,GOETHALS RD,I278 WB (ON),11,30,230 Ft. E/O I 278           ,,1,2019,2,5,Combined Total,Y,22,12,8,11,40,93,146,258,226,160,136,138,151,150,200,197,174,164,164,147,92,78,58,43,2868,0.963,1,2978,258,8,0,2500,226,44,71,0,0,0,19,0,0,0,0,,2860,13,5,4,1,0,87,8,2,2,1,0,0,,,,,,,,,11,6,,40.61935,-74.16376,570732.5004000003,4496838.7587
111020,016085,01,I95 Exit 6 295I,MERGE FROM I95&I278 EB OFF,I678 SB (ON),11,30,865 Ft. N/O 678 SB          ,016085                                             / 016085,1,2019,1,14,Southbound,,350,286,284,311,464,953,1142,882,1274,1248,1130,1113,1178,1208,1236,1476,1493,1406,1224,1153,930,890,696,542,22869,0.942,1,24277,1493,17,0,18060,1657,265,1762,0,0,0,1121,0,0,0,0,,22865,21,14,9,5,0,79,7,1,8,1,0,0,,,,,,,,,11,1,,40.82685,-73.83678,598085.1409,4520187.0472
111021,016085,01,I95 Exit 6 295I,MERGE FROM I95&I278 EB OFF,I678 SB (ON),11,30,865 Ft. N/O 678 SB          ,,1,2019,1,14,Combined Total,Y,350,286,284,311,464,953,1142,882,1274,1248,1130,1113,1178,1208,1236,1476,1493,1406,1224,1153,930,890,696,542,22869,0.942,1,24277,1493,17,0,18060,1657,265,1762,0,0,0,1121,0,0,0,0,,22865,21,14,9,5,0,79,7,1,8,1,0,0,,,,,,,,,11,1,,40.82685,-73.83678,598085.1409,4520187.0472
111812,014095,01,E 175TH ST,JEROME AVE,MORRIS AVE,17,30,49 Ft. E/O Townsend Ave.    ,014095                                            ,1,2019,1,22,Westbound,,58,42,35,26,34,67,107,199,231,234,190,182,202,194,292,352,387,376,256,187,146,106,102,86,4091,0.942,1,4343,387,17,17,3734,127,144,62,0,0,0,0,0,0,0,0,,4084,8,5,5,0,0,91,3,4,2,1,0,0,,,,,,,,,11,1,,40.84723,-73.91123,591779.1305999998,4522368.746300001
111813,014095,01,E 175TH ST,JEROME AVE,MORRIS AVE,17,30,49 Ft. E/O Townsend Ave.    ,,1,2019,1,22,Combined Total,Y,88,64,51,42,51,99,190,361,451,388,295,268,298,306,420,479,486,499,378,298,230,183,176,138,6239,0.942,1,6623,499,18,28,5652,195,247,94,0,0,0,0,0,0,0,0,,6216,9,5,5,0,0,91,3,4,2,1,0,0,,,,,,,,,11,1,,40.84723,-73.91123,591779.1305999998,4522368.746300001
111823,016065,01,I87 Exit 7 95I,WASHINGTON BR(OFF),I95 NB (ON),11,30,980 Ft. W/O I 95            ,016065                                             / 016065,1,2019,1,22,Eastbound,,318,194,156,126,170,328,904,1357,1286,1236,954,800,702,764,1018,1170,1088,1070,1068,838,694,582,512,410,17745,0.942,1,18838,1357,8,3,17164,0,220,313,0,0,0,41,0,0,0,0,,17741,3,3,3,0,0,97,0,1,2,1,0,0,,,,,,,,,11,1,,40.84463,-73.92159,590909.3606000002,4522069.318
111824,016065,01,I87 Exit 7 95I,WASHINGTON BR(OFF),I95 NB (ON),11,30,980 Ft. W/O I 95            ,,1,2019,1,22,Combined Total,Y,318,194,156,126,170,328,904,1357,1286,1236,954,800,702,764,1018,1170,1088,1070,1068,838,694,582,512,410,17745,0.942,1,18838,1357,8,3,17164,0,220,313,0,0,0,41,0,0,0,0,,17741,3,3,3,0,0,97,0,1,2,1,0,0,,,,,,,,,11,1,,40.84463,-73.92159,590909.3606000002,4522069.318
111830,021155,02,BAY PKWY,BELT PKWY,86TH ST,14,30,393 Ft. N/O Bath Ave.       ,021155                                             / 021155,1,2019,1,22,Northbound,,220,134,69,58,88,222,534,818,754,718,649,642,691,726,760,774,784,880,862,795,636,555,431,342,13142,0.942,1,13951,880,18,4,12434,0,608,85,0,0,0,2,0,0,0,0,,13133,5,5,5,0,0,95,0,5,1,1,0,0,,,,,,,,,11,2,,40.59947,-73.99635,584918.0719999997,4494780.019200001
111831,021155,02,BAY PKWY,BELT PKWY,86TH ST,14,30,393 Ft. N/O Bath Ave.       ,021155                                             / 021155,1,2019,1,22,Southbound,,210,126,94,62,138,315,574,862,934,768,708,632,675,714,822,818,827,870,790,703,592,476,396,291,13397,0.942,1,14222,934,9,10,12637,0,607,138,0,0,0,2,0,0,0,0,,13394,6,6,6,0,0,94,0,5,1,1,0,0,,,,,,,,,11,2,,40.59947,-73.99635,584918.0719999997,4494780.019200001
111832,021155,02,BAY PKWY,BELT PKWY,86TH ST,14,30,393 Ft. N/O Bath Ave.       ,,1,2019,1,22,Combined Total,Y,430,260,163,120,226,537,1108,1680,1688,1486,1357,1274,1366,1440,1582,1592,1611,1750,1652,1498,1228,1031,827,633,26539,0.942,1,28173,1750,18,14,25071,0,1215,223,0,0,0,4,0,0,0,0,,26527,5,5,5,0,0,95,0,5,1,1,0,0,,,,,,,,,11,2,,40.59947,-73.99635,584918.0719999997,4494780.019200001
117748,014095,01,E 175TH ST,JEROME AVE,MORRIS AVE,17,30,49 Ft. E/O Townsend Ave.    ,014095                                            ,1,2019,1,22,Eastbound,,30,22,16,16,17,32,83,162,220,154,105,86,96,112,128,127,99,123,122,111,84,77,74,52,2148,0.942,1,2280,220,9,11,1918,68,103,32,0,0,0,0,0,0,0,0,,2132,10,6,6,0,1,90,3,5,2,1,0,0,,,,,,,,,11,1,,40.84723,-73.91123,591779.1305999998,4522368.746300001
117785,061195,06,ST PAULS AVE,VICTORY BLVD,VAN DUZER ST,14,30,278 Ft. S/O Clinton St.     ,06119551                                          ,1,2019,10,5,Southbound,,62,39,30,21,27,56,146,288,274,208,222,223,248,288,306,355,378,412,321,255,195,158,136,94,4742,1.079,1,4395,412,18,17,3735,706,121,145,6,0,4,0,0,0,0,0,,4734,21,6,6,0,0,79,15,3,3,1,0,0,,,20,23,28,0,0,,11,6,,40.63206,-74.07951,577844.0307,4498320.7554
117786,061195,06,ST PAULS AVE,VICTORY BLVD,VAN DUZER ST,14,30,278 Ft. S/O Clinton St.     ,,1,2019,10,5,Combined Total,Y,62,39,30,21,27,56,146,288,274,208,222,223,248,288,306,355,378,412,321,255,195,158,136,94,4742,1.079,1,4395,412,18,17,3735,706,121,145,6,0,4,0,0,0,0,0,,4734,21,6,6,0,0,79,15,3,3,1,0,0,,,20,23,28,0,0,,11,6,,40.63206,-74.07951,577844.0307,4498320.7554
117803,050085,05,GRAND CNTRL PKW,EXIT 20B ACC FRANCIS LEWIS B,EXIT 20A ACC FRANCIS LEWIS B,12,30,241 Ft. E/O Exit 20B        ,050923                                             / 050923 / 050923 / 050923,1,2019,3,26,Eastbound,,1131,608,378,276,490,1210,3536,5158,4098,3974,3497,3322,3556,4110,4955,4688,4954,5104,5108,5246,3998,3011,2233,1670,76311,1,1,76311,5246,20,45,75639,0,530,92,0,0,0,0,0,0,0,0,,76306,1,1,1,0,0,99,0,1,0,1,0,0,,,,,,,,,11,5,,40.7258,-73.76832,604015.4733999996,4509048.477499999
117804,050085,05,GRAND CNTRL PKW,EXIT 20B ACC FRANCIS LEWIS B,EXIT 20A ACC FRANCIS LEWIS B,12,30,241 Ft. E/O Exit 20B        ,050923                                             / 050923 / 050923 / 050923,1,2019,3,26,Westbound,,704,354,260,327,1060,5077,4948,4460,4888,4954,5236,4565,4361,4832,4999,4812,5222,4968,4904,4228,3243,2719,2211,1365,84697,1,1,84697,5246,20,47,83924,0,613,108,0,0,0,2,0,0,0,0,,84694,1,1,1,0,0,99,0,1,0,1,0,0,,,,,,,,,11,5,,40.7258,-73.76832,604015.4733999996,4509048.477499999
117805,050085,05,GRAND CNTRL PKW,EXIT 20B ACC FRANCIS LEWIS B,EXIT 20A ACC FRANCIS LEWIS B,12,30,241 Ft. E/O Exit 20B        ,,1,2019,3,26,Combined Total,Y,1835,962,638,603,1550,6287,8484,9618,8986,8928,8733,7887,7917,8942,9954,9500,10176,10072,10012,9474,7241,5730,4444,3035,161008,1,1,161008,10176,17,92,159563,0,1143,200,0,0,0,2,0,0,0,0,,161000,1,1,1,0,0,99,0,1,0,1,0,0,,,,,,,,,11,5,,40.7258,-73.76832,604015.4733999996,4509048.477499999
117806,051005,05,SPRINGFIELD BLV,130TH AVE,FRAN LEWIS BLVD,14,30,200 Ft. S/O 122 nd Ave.     ,                                                    / ,1,2019,3,24,Northbound,,130,77,55,50,63,129,354,864,800,495,427,410,453,483,650,742,760,790,730,583,451,352,290,214,10352,1,1,10352,864,8,110,8167,1132,27,305,114,4,16,26,1,0,0,2,,9904,16,5,5,0,1,82,11,0,4,1,0,0,,,32,33,39,0,0,,11,5,,40.68695,-73.74931,605682.3135000002,4504758.517899999
117807,051005,05,SPRINGFIELD BLV,130TH AVE,FRAN LEWIS BLVD,14,30,200 Ft. S/O 122 nd Ave.     ,                                                    / ,1,2019,3,24,Southbound,,93,53,43,43,56,151,286,519,529,394,379,393,399,415,492,640,632,679,613,469,334,257,209,143,8221,1,1,8221,864,8,95,6193,1110,41,270,109,2,18,17,0,0,0,1,,7856,20,6,5,0,1,79,14,1,5,1,0,0,,,31,32,39,0,0,,11,5,,40.68695,-73.74931,605682.3135000002,4504758.517899999
117808,051005,05,SPRINGFIELD BLV,130TH AVE,FRAN LEWIS BLVD,14,30,200 Ft. S/O 122 nd Ave.     ,,1,2019,3,24,Combined Total,Y,223,130,98,93,119,280,640,1383,1329,889,806,803,852,898,1142,1382,1392,1469,1343,1052,785,609,499,357,18573,1,1,18573,1469,18,205,14360,2242,68,575,223,6,34,43,1,0,0,3,,17760,18,5,5,0,1,81,13,0,5,1,0,0,,,31,33,39,0,0,,11,5,,40.68695,-73.74931,605682.3135000002,4504758.517899999
117817,051165,05,CROSS BAY BLVD,RAMP TO NASSAU EXP,NASSAU EXPY (UNDER),14,30,17 Ft. S/O 153 rd Street    ,051165                                             / 051165 / 051165 / 051165,1,2019,5,7,Northbound,,294,170,121,114,234,816,1979,2086,1858,1617,1470,1336,1399,1417,1562,1716,1658,1664,1504,1385,1224,1014,741,500,27879,1.089,1,25601,2086,8,95,26685,0,693,368,0,0,0,39,0,0,0,0,,27880,4,4,4,0,0,96,0,2,1,1,0,0,,,,,,,,,11,5,,40.66774,-73.84191,597885.6158999996,4502518.8331
117818,051165,05,CROSS BAY BLVD,RAMP TO NASSAU EXP,NASSAU EXPY (UNDER),14,30,17 Ft. S/O 153 rd Street    ,051165                                             / 051165 / 051165 / 051165 / 051165,1,2019,5,7,Southbound,,554,339,263,279,402,886,1931,2629,2632,2102,1977,2138,2077,2458,2802,3003,2966,3052,2893,2880,2165,1528,1196,850,44002,1.089,1,40406,3052,18,123,41946,0,1012,777,0,0,0,136,0,0,0,0,,43994,4,4,4,0,0,95,0,2,2,1,0,0,,,,,,,,,11,5,,40.66774,-73.84191,597885.6158999996,4502518.8331
117819,051165,05,CROSS BAY BLVD,RAMP TO NASSAU EXP,NASSAU EXPY (UNDER),14,30,17 Ft. S/O 153 rd Street    ,,1,2019,5,7,Combined Total,Y,848,509,384,393,636,1702,3910,4715,4490,3719,3447,3474,3476,3875,4364,4719,4624,4716,4397,4265,3389,2542,1937,1350,71881,1.089,1,66007,4719,16,218,68631,0,1705,1145,0,0,0,175,0,0,0,0,,71874,4,4,4,0,0,95,0,2,2,1,0,0,,,,,,,,,11,5,,40.66774,-73.84191,597885.6158999996,4502518.8331
118195,053015,05,907A Exit 29,DIVERGE TO 907M EB&WB,907M EB (ON),12,30,700 Ft. N/O Exit 29W split point,053015                                            ,1,2019,3,25,Northbound,,122,63,40,50,106,364,1086,1480,1376,1092,928,838,878,894,890,593,416,428,659,655,486,361,372,218,14395,1,1,14395,1480,8,4,14251,0,110,22,0,0,0,0,0,0,0,0,,14387,1,1,1,0,0,99,0,1,0,1,0,0,,,,,,,,,11,5,,40.74406,-73.72984,607235.8633000003,4511121.7903
118196,053015,05,907A Exit 29,DIVERGE TO 907M EB&WB,907M EB (ON),12,30,700 Ft. N/O Exit 29W split point,,1,2019,3,25,Combined Total,Y,122,63,40,50,106,364,1086,1480,1376,1092,928,838,878,894,890,593,416,428,659,655,486,361,372,218,14395,1,1,14395,1480,8,4,14251,0,110,22,0,0,0,0,0,0,0,0,,14387,1,1,1,0,0,99,0,1,0,1,0,0,,,,,,,,,11,5,,40.74406,-73.72984,607235.8633000003,4511121.7903
118203,053335,05,I495 Exit 31,I495 EB (OFF),907A SB (ON),11,30,51 Ft. E/O Long Island Expy 495 EB,053335                                            ,1,2019,3,25,Eastbound,,534,354,196,122,128,223,559,748,661,568,657,675,740,765,766,600,466,476,776,882,984,1054,771,676,14381,1,1,14381,1054,22,10,13851,441,68,4,0,0,0,0,0,0,0,0,,14374,4,1,1,0,0,96,3,0,0,1,0,0,,,,,,,,,11,5,,40.75272,-73.74557,605894.0530000003,4512064.025
118204,053335,05,I495 Exit 31,I495 EB (OFF),907A SB (ON),11,30,51 Ft. E/O Long Island Expy 495 EB,,1,2019,3,25,Combined Total,Y,534,354,196,122,128,223,559,748,661,568,657,675,740,765,766,600,466,476,776,882,984,1054,771,676,14381,1,1,14381,1054,22,10,13851,441,68,4,0,0,0,0,0,0,0,0,,14374,4,1,1,0,0,96,3,0,0,1,0,0,,,,,,,,,11,5,,40.75272,-73.74557,605894.0530000003,4512064.025
118488,011155,01,E FORDHAM RD,JEROME AVE,GRAND CONCOURSE,14,30,94 Ft. E/O E 188 th Street  ,011155                                             / 011155,1,2019,8,5,Eastbound,,260,184,139,110,148,225,372,540,619,570,564,591,574,532,614,692,700,640,689,622,518,474,406,369,11152,1.097,1,10166,700,17,116,10093,335,389,202,0,0,0,5,0,0,0,0,,11140,8,5,5,0,1,91,3,3,2,1,0,0,,,,,,,,,11,1,,40.86218,-73.89908,592782.4851000002,4524041.143100001
