OBJECTID,RCSTA,RC Code,Roadway Name,Station Start,Station End,Functional Class,Factor Group,Specific Recorder Placement,Channel Notes,Vehicle Axle Code,Count Year,Count Month,Day of First Data,Federal Direction,Full Count,1200am-0100am,0100am-0200am,0200am-0300am,0300am-0400am,0400am-0500am,0500am-0600am,0600am-0700am,0700am-0800am,0800am-0900am,0900am-1000am,1000am-1100am,1100am-1200pm,1200pm-0100pm,0100pm-0200pm,0200pm-0300pm,0300pm-0400pm,0400pm-0500pm,0500pm-0600pm,0600pm-0700pm,0700pm-0800pm,0800pm-0900pm,0900pm-1000pm,1000pm-1100pm,1100pm-1200pm,Average Weekday Daily Traffic,Seasonal Factor,Axle Factor,AADT,High Hour Value,High Hour Interval,Average Weekday F1S,Average Weekday F2S,Average Weekday F3S,Average Weekday F4S,Average Weekday F5S,Average Weekday F6S,Average Weekday F7S,Average Weekday F8S,Average Weekday F9S,Average Weekday F10S,Average Weekday F11S,Average Weekday F12S,Average Weekday F13S,Average Weekday Unclassified,Average Weekday Totals,Average Weekday Percent F3_13,Average Weekday Percent F4_13,Average Weekday Percent F4_7,Average Weekday Percent F8_13,Average Weekday Percent F1,Average Weekday Percent F2,Average Weekday Percent F3,Average Weekday Percent F4,Average Weekday Percent F5_7,Axle Correction Factor,Single Unit Peak,Combination Unit Peak,Single Unit AADT,Combination Unit AADT,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55mph,Vehicles Exceeding 65mph,Region,Region Number,County Number,Municipality,Latitude,Longitude,x,y
106006,014246,01,SEWARD AVE,PUGSLEY AVE,OLMSTEAD AVE,17,30,120 Ft. E/O Pugsley Ave.    ,,1,2019,1,14,Combined Total,Y,62,41,25,15,26,94,265,376,410,266,236,236,264,295,362,388,420,372,284,228,169,134,96,76,5140,0.942,1,5457,420,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,,40.82033,-73.85409,596634.9610000001,4519444.034
110204,012046,01,E 167TH ST,JEROME AVE,WEBSTER AVE,16,30,114 Ft. E/O Grant Ave.      ,012046                                            ,1,2019,1,15,Eastbound,,112,88,94,64,68,114,206,448,470,401,356,354,358,393,399,434,456,433,437,348,301,252,196,156,6938,0.942,1,7365,470,9,32,6405,0,328,167,0,0,0,4,0,0,0,0,,6936,7,7,7,0,0,92,0,5,2,1,1,0,,,,,,,,,11,1,,40.83341,-73.91445,591526.7027000003,4520831.228399999
110205,012046,01,E 167TH ST,JEROME AVE,WEBSTER AVE,16,30,114 Ft. E/O Grant Ave.      ,012046                                            ,1,2019,1,15,Westbound,,96,72,58,57,58,111,178,324,397,378,320,368,316,368,412,467,462,438,348,287,263,208,142,136,6264,0.942,1,6650,470,9,26,5780,0,309,144,0,0,0,7,0,0,0,0,,6266,7,7,7,0,0,92,0,5,2,1,1,0,,,,,,,,,11,1,,40.83341,-73.91445,591526.7027000003,4520831.228399999
110206,012046,01,E 167TH ST,JEROME AVE,WEBSTER AVE,16,30,114 Ft. E/O Grant Ave.      ,,1,2019,1,15,Combined Total,Y,208,160,152,121,126,225,384,772,867,779,676,722,674,761,811,901,918,871,785,635,564,460,338,292,13202,0.942,1,14015,918,17,58,12185,0,637,311,0,0,0,11,0,0,0,0,,13202,7,7,7,0,0,92,0,5,2,1,0,0,,,,,,,,,11,1,,40.83341,-73.91445,591526.7027000003,4520831.228399999
110288,063006,06,I278 Exit 6 & 7,I278 EB (OFF),FAHY AVE,11,30,280 Ft. E/O I 278           ,063006                                            ,1,2019,2,5,Eastbound,,54,18,18,17,30,48,177,199,175,178,150,166,182,178,235,284,373,470,380,318,186,152,138,85,4211,0.963,1,4373,470,18,5,3753,274,84,72,0,0,0,20,0,0,0,0,,4208,11,4,4,0,0,89,7,2,2,1,0,0,,,,,,,,,11,6,,40.61898,-74.16431,570686.3688000003,4496797.2453000005
110289,063006,06,I278 Exit 6 & 7,I278 EB (OFF),FAHY AVE,11,30,280 Ft. E/O I 278           ,,1,2019,2,5,Combined Total,Y,54,18,18,17,30,48,177,199,175,178,150,166,182,178,235,284,373,470,380,318,186,152,138,85,4211,0.963,1,4373,470,18,5,3753,274,84,72,0,0,0,20,0,0,0,0,,4208,11,4,4,0,0,89,7,2,2,1,0,0,,,,,,,,,11,6,,40.61898,-74.16431,570686.3688000003,4496797.2453000005
110607,014086,01,E 165TH ST,GRAND CONCOURSE,MORRIS AVE,17,30,113 Ft. W/O Morris Ave.     ,014086                                            ,1,2019,1,15,Eastbound,,54,42,36,24,44,64,169,276,288,315,280,244,248,294,326,304,298,288,258,204,140,120,98,68,4482,0.942,1,4758,326,15,19,4113,138,114,80,0,0,0,1,0,0,0,0,,4465,7,4,4,0,0,92,3,3,2,1,0,0,,,,,,,,,11,1,,40.82949,-73.91686,591328.8825000003,4520393.557700001
110608,014086,01,E 165TH ST,GRAND CONCOURSE,MORRIS AVE,17,30,113 Ft. W/O Morris Ave.     ,014086                                            ,1,2019,1,15,Westbound,,55,48,26,28,35,58,116,240,250,268,220,235,225,235,262,260,244,245,212,176,144,116,86,78,3862,0.942,1,4100,326,15,15,3514,140,101,78,0,0,0,2,0,0,0,0,,3850,8,5,5,0,0,91,4,3,2,1,0,0,,,,,,,,,11,1,,40.82949,-73.91686,591328.8825000003,4520393.557700001
110609,014086,01,E 165TH ST,GRAND CONCOURSE,MORRIS AVE,17,30,113 Ft. W/O Morris Ave.     ,,1,2019,1,15,Combined Total,Y,109,90,62,52,79,122,285,516,538,583,500,479,473,529,588,564,542,533,470,380,284,236,184,146,8344,0.942,1,8858,588,15,34,7627,278,215,158,0,0,0,3,0,0,0,0,,8315,8,5,4,0,0,92,3,3,2,1,0,0,,,,,,,,,11,1,,40.82949,-73.91686,591328.8825000003,4520393.557700001
110683,066006,06,I278 Exit 8 & 9,DIVERGE FROM NY440 SB OFF,I278 EB (ON),11,30,522 Ft. W/O I 278           ,066006                                            ,1,2019,2,5,Eastbound,,91,52,57,54,146,512,670,543,626,570,598,608,618,701,766,786,860,1002,1021,756,550,328,293,180,12388,0.963,1,12864,1021,19,16,10807,905,117,381,0,0,0,161,0,0,0,0,,12387,13,5,4,1,0,87,7,1,3,1,0,0,,,,,,,,,11,6,,40.61013,-74.15245,571699.0120000001,4495824.454700001
110684,066006,06,I278 Exit 8 & 9,DIVERGE FROM NY440 SB OFF,I278 EB (ON),11,30,522 Ft. W/O I 278           ,,1,2019,2,5,Combined Total,Y,91,52,57,54,146,512,670,543,626,570,598,608,618,701,766,786,860,1002,1021,756,550,328,293,180,12388,0.963,1,12864,1021,19,16,10807,905,117,381,0,0,0,161,0,0,0,0,,12387,13,5,4,1,0,87,7,1,3,1,0,0,,,,,,,,,11,6,,40.61013,-74.15245,571699.0120000001,4495824.454700001
111010,014276,01,W 167TH ST,OGDEN AVE,ANDERSON AVE,17,30,122 Ft. E/O Nelson Ave.     ,014276                                            ,1,2019,1,15,Eastbound,,20,16,13,9,10,17,45,89,95,57,57,74,68,76,92,74,72,70,76,63,52,48,29,32,1254,0.942,1,1331,95,9,5,1134,33,40,32,0,0,0,0,0,0,0,0,,1244,8,6,6,0,0,91,3,3,3,1,0,0,,,,,,,,,11,1,,40.83645,-73.92561,590581.6075999998,4521157.0978999995
111011,014276,01,W 167TH ST,OGDEN AVE,ANDERSON AVE,17,30,122 Ft. E/O Nelson Ave.     ,014276                                            ,1,2019,1,15,Westbound,,16,15,12,10,12,20,36,72,79,59,50,76,56,63,57,78,84,90,75,54,52,50,35,28,1179,0.942,1,1252,95,9,10,1087,38,20,18,0,0,0,0,0,0,0,0,,1173,6,3,3,0,1,93,3,2,2,1,0,0,,,,,,,,,11,1,,40.83645,-73.92561,590581.6075999998,4521157.0978999995
111012,014276,01,W 167TH ST,OGDEN AVE,ANDERSON AVE,17,30,122 Ft. E/O Nelson Ave.     ,,1,2019,1,15,Combined Total,Y,36,31,25,19,22,37,81,161,174,116,107,150,124,139,149,152,156,160,151,117,104,98,64,60,2433,0.942,1,2583,174,9,15,2221,71,60,50,0,0,0,0,0,0,0,0,,2417,7,5,5,0,1,92,3,2,2,1,0,0,,,,,,,,,11,1,,40.83645,-73.92561,590581.6075999998,4521157.0978999995
111022,016086,01,I95 Exit 6 295I,DIVERGE FROM I278 EB OFF,I295 SB (ON),11,30,1420 Ft. E/O 278            ,016086                                             / 016086,1,2019,1,14,Eastbound,,256,165,160,162,245,436,768,1074,1005,760,820,936,966,1066,1394,1682,1784,1642,1446,968,698,534,452,388,19807,0.942,1,21027,1784,17,2,16174,1583,322,1258,0,0,0,462,0,0,0,0,,19801,18,10,8,2,0,82,8,2,6,1,0,0,,,,,,,,,11,1,,40.82759,-73.84676,597242.5085000005,4520258.070699999
111023,016086,01,I95 Exit 6 295I,DIVERGE FROM I278 EB OFF,I295 SB (ON),11,30,1420 Ft. E/O 278            ,,1,2019,1,14,Combined Total,Y,256,165,160,162,245,436,768,1074,1005,760,820,936,966,1066,1394,1682,1784,1642,1446,968,698,534,452,388,19807,0.942,1,21027,1784,17,2,16174,1583,322,1258,0,0,0,462,0,0,0,0,,19801,18,10,8,2,0,82,8,2,6,1,0,0,,,,,,,,,11,1,,40.82759,-73.84676,597242.5085000005,4520258.070699999
111028,043036,04,907L Exit 10 at,907L SB(OFF),E 49TH ST,12,30,173 Ft. S/O FDR             ,043036                                            ,1,2019,1,7,Southbound,,99,52,38,33,60,176,297,365,528,586,444,300,328,317,330,324,355,345,377,344,252,281,270,182,6683,0.942,1,7094,586,10,4,6518,120,31,0,0,0,0,0,0,0,0,0,,6673,2,0,0,0,0,98,2,0,0,1,0,0,,,,,,,,,11,4,,40.75249,-73.96453,587410.2778000003,4511797.3375
111029,043036,04,907L Exit 10 at,907L SB(OFF),E 49TH ST,12,30,173 Ft. S/O FDR             ,,1,2019,1,7,Combined Total,Y,99,52,38,33,60,176,297,365,528,586,444,300,328,317,330,324,355,345,377,344,252,281,270,182,6683,0.942,1,7094,586,10,4,6518,120,31,0,0,0,0,0,0,0,0,0,,6673,2,0,0,0,0,98,2,0,0,1,0,0,,,,,,,,,11,4,,40.75249,-73.96453,587410.2778000003,4511797.3375
111034,043046,04,907L Exit 14 at,E 96TH ST,907L NB (ON),12,30,344 Ft. S/O FDR             ,043046                                            ,1,2019,1,7,Northbound,,422,176,108,108,216,466,1008,1301,1262,1039,936,986,1054,1136,1264,1286,1010,1054,899,1066,968,793,696,615,19869,0.942,1,21092,1301,8,12,19624,0,200,26,0,0,0,0,0,0,0,0,,19862,1,1,1,0,0,99,0,1,0,1,0,0,,,,,,,,,11,4,,40.78342,-73.94321,589168.7000000002,4515252.2634
111035,043046,04,907L Exit 14 at,E 96TH ST,907L NB (ON),12,30,344 Ft. S/O FDR             ,,1,2019,1,7,Combined Total,Y,422,176,108,108,216,466,1008,1301,1262,1039,936,986,1054,1136,1264,1286,1010,1054,899,1066,968,793,696,615,19869,0.942,1,21092,1301,8,12,19624,0,200,26,0,0,0,0,0,0,0,0,,19862,1,1,1,0,0,99,0,1,0,1,0,0,,,,,,,,,11,4,,40.78342,-73.94321,589168.7000000002,4515252.2634
111406,043056,04,907P Exit 23 at,907P NB (OFF),FRED DOUG BLVD,12,30,242 Ft. N/O FDR             ,043056                                            ,1,2019,1,7,Northbound,,82,42,20,15,28,56,135,233,236,226,182,168,168,168,190,228,270,310,250,176,152,123,112,90,3660,0.942,1,3885,310,18,2,3442,134,65,9,0,0,0,0,0,0,0,0,,3652,6,2,2,0,0,94,4,2,0,1,0,0,,,,,,,,,11,4,,40.83085,-73.9355,589755.3223000001,4520525.2685
111407,043056,04,907P Exit 23 at,907P NB (OFF),FRED DOUG BLVD,12,30,242 Ft. N/O FDR             ,,1,2019,1,7,Combined Total,Y,82,42,20,15,28,56,135,233,236,226,182,168,168,168,190,228,270,310,250,176,152,123,112,90,3660,0.942,1,3885,310,18,2,3442,134,65,9,0,0,0,0,0,0,0,0,,3652,6,2,2,0,0,94,4,2,0,1,0,0,,,,,,,,,11,4,,40.83085,-73.9355,589755.3223000001,4520525.2685
111827,020016,02,BKLYN/QUEENS EX,HAMILTON AVE UNDER,EXIT 27 ATLANTIC AVE,11,30,18 Ft. S/O On Ramp          ,020016                                             / 020016 / 020016,1,2019,1,22,Northbound,,3070,1886,1299,979,1220,2112,3223,3981,3749,3554,3329,3509,4060,4302,4878,4534,4072,3360,3764,4450,4670,4236,4165,3654,82056,0.942,1,87108,4878,15,29,69551,5570,838,3891,0,0,0,2170,0,0,0,0,,82049,15,8,6,3,0,85,7,1,5,1,0,0,,,,,,,,,11,2,,40.68958,-73.99891,584587.6183000002,4504780.233899999
111828,020016,02,BKLYN/QUEENS EX,HAMILTON AVE UNDER,EXIT 27 ATLANTIC AVE,11,30,18 Ft. S/O On Ramp          ,020016                                             / 020016 / 020016,1,2019,1,22,Southbound,,1698,1160,990,1139,2280,4194,3702,4150,4150,3844,3582,4018,4110,4175,4294,4180,3354,3914,3940,4062,3836,3706,3176,2876,80530,0.942,1,85488,4878,15,33,67586,5113,822,4149,0,0,0,2820,0,0,0,0,,80523,16,10,6,4,0,84,6,1,5,1,0,0,,,,,,,,,11,2,,40.68958,-73.99891,584587.6183000002,4504780.233899999
111829,020016,02,BKLYN/QUEENS EX,HAMILTON AVE UNDER,EXIT 27 ATLANTIC AVE,11,30,18 Ft. S/O On Ramp          ,,1,2019,1,22,Combined Total,Y,4768,3046,2289,2118,3500,6306,6925,8131,7899,7398,6911,7527,8170,8477,9172,8714,7426,7274,7704,8512,8506,7942,7341,6530,162586,0.942,1,172596,9172,15,62,137137,10683,1660,8040,0,0,0,4990,0,0,0,0,,162572,16,9,6,3,0,84,7,1,5,1,0,0,,,,,,,,,11,2,,40.68958,-73.99891,584587.6183000002,4504780.233899999
111896,046406,04,907L Exit 2 at,MERGE FROM BROOKLYN BR&PEARL,907L NB (ON),12,30,960 Ft. W/O FDR             ,046406                                             / 046406,1,2019,1,22,Eastbound,,771,430,296,311,652,1368,2453,2382,2252,2100,2013,2030,2082,2154,2354,2276,2220,2334,2334,2164,1992,1954,1840,1526,42288,0.942,1,44892,2453,7,28,41888,0,317,52,0,0,0,0,0,0,0,0,,42285,1,1,1,0,0,99,0,1,0,1,0,0,,,,,,,,,11,4,,40.70873,-73.99753,584679.9681000002,4506907.3331
111897,046406,04,907L Exit 2 at,MERGE FROM BROOKLYN BR&PEARL,907L NB (ON),12,30,960 Ft. W/O FDR             ,,1,2019,1,22,Combined Total,Y,771,430,296,311,652,1368,2453,2382,2252,2100,2013,2030,2082,2154,2354,2276,2220,2334,2334,2164,1992,1954,1840,1526,42288,0.942,1,44892,2453,7,28,41888,0,317,52,0,0,0,0,0,0,0,0,,42285,1,1,1,0,0,99,0,1,0,1,0,0,,,,,,,,,11,4,,40.70873,-73.99753,584679.9681000002,4506907.3331
118732,023006,02,NY27 Exit 5 AT,NY27 EB (OFF),OCEAN PKWY,12,30,200 Ft. N/O 27              ,                                                   ,2,2019,10,12,Northbound,,52,29,15,14,18,37,80,97,146,109,121,131,142,136,153,134,116,122,111,86,87,69,76,62,2143,1.079,0.992,1986,153,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.64966,-73.975,586659.6074999999,4500372.172800001
118733,023006,02,NY27 Exit 5 AT,NY27 EB (OFF),OCEAN PKWY,12,30,200 Ft. N/O 27              ,,2,2019,10,12,Combined Total,Y,52,29,15,14,18,37,80,97,146,109,121,131,142,136,153,134,116,122,111,86,87,69,76,62,2143,1.079,0.992,1986,153,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.64966,-73.975,586659.6074999999,4500372.172800001
119038,026136,02,21ST AVE,BAY RIDGE PKWY,53RD ST,17,30,118 Ft. W/O 63 rd Street    ,0261360                                           ,2,2019,1,26,Eastbound,,24,14,8,6,16,43,97,177,217,157,142,126,153,151,188,189,193,186,158,128,97,77,53,38,2638,0.942,0.973,2800,217,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.61605,-73.98277,586045.8141999999,4496633.664000001
119039,026136,02,21ST AVE,BAY RIDGE PKWY,53RD ST,17,30,118 Ft. W/O 63 rd Street    ,0261360                                           ,2,2019,1,26,Westbound,,31,10,11,8,16,16,48,147,184,179,142,143,159,162,224,235,242,227,197,154,101,74,57,44,2811,0.942,0.973,2984,242,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.61605,-73.98277,586045.8141999999,4496633.664000001
119040,026136,02,21ST AVE,BAY RIDGE PKWY,53RD ST,17,30,118 Ft. W/O 63 rd Street    ,,2,2019,1,26,Combined Total,Y,55,24,19,14,32,59,145,324,401,336,284,269,312,313,412,424,435,413,355,282,198,151,110,82,5449,0.942,0.973,5784,435,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.61605,-73.98277,586045.8141999999,4496633.664000001
119118,024186,02,FOSTER AVE,ROCKAWAY AVE,BANK ST,19,30,88 Ft. E/O E 100 Street     ,                                                   ,2,2019,10,13,Eastbound,,39,26,56,95,85,226,278,430,498,448,319,321,354,309,374,391,318,307,272,187,129,73,64,65,5664,1.079,0.983,5249,498,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.64993,-73.90322,592728.0526,4500475.354499999
119119,024186,02,FOSTER AVE,ROCKAWAY AVE,BANK ST,19,30,88 Ft. E/O E 100 Street     ,                                                   ,2,2019,10,13,Westbound,,43,24,28,36,29,63,136,180,257,391,193,212,185,207,189,175,173,153,157,130,93,59,55,49,3217,1.079,0.983,2981,498,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.64993,-73.90322,592728.0526,4500475.354499999
119120,024186,02,FOSTER AVE,ROCKAWAY AVE,BANK ST,19,30,88 Ft. E/O E 100 Street     ,,2,2019,10,13,Combined Total,Y,82,50,84,131,114,289,414,610,755,839,512,533,539,516,563,566,491,460,429,317,222,132,119,114,8881,1.079,0.983,8230,839,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.64993,-73.90322,592728.0526,4500475.354499999
119285,021126,02,ATLANTIC AVE,COURT ST,BOERUM PL,14,30,146 Ft. E/O Court St.       ,021126                                             / 021126 / 021126,1,2019,8,26,Eastbound,,220,108,69,62,97,192,393,496,552,568,457,452,478,476,491,557,656,568,548,462,404,333,286,251,9176,1.097,1,8365,656,17,95,7584,599,278,499,0,0,0,124,0,0,0,0,,9179,16,10,8,1,1,83,7,3,5,1,1,0,,,,,,,,,11,2,,40.68984,-73.99193,585177.0751,4504815.838099999
119286,021126,02,ATLANTIC AVE,COURT ST,BOERUM PL,14,30,146 Ft. E/O Court St.       ,021126                                             / 021126,1,2019,8,26,Westbound,,165,103,78,69,112,170,214,337,419,454,506,490,470,462,514,544,566,564,546,539,442,366,309,229,8668,1.097,1,7902,656,17,97,7188,496,308,423,0,0,0,157,0,0,0,0,,8669,16,10,8,2,1,83,6,4,5,1,0,0,,,,,,,,,11,2,,40.68984,-73.99193,585177.0751,4504815.838099999
119287,021126,02,ATLANTIC AVE,COURT ST,BOERUM PL,14,30,146 Ft. E/O Court St.       ,,1,2019,8,26,Combined Total,Y,385,211,147,131,209,362,607,833,971,1022,963,942,948,938,1005,1101,1222,1132,1094,1001,846,699,595,480,17844,1.097,1,16267,1222,17,192,14772,1095,586,922,0,0,0,281,0,0,0,0,,17848,16,10,8,2,1,83,6,3,5,1,0,0,,,,,,,,,11,2,,40.68984,-73.99193,585177.0751,4504815.838099999
119288,021256,02,HAMILTON AVE,14TH ST,COURT ST,14,30,130 Ft. S/O Smith Street    ,021256                                             / 021256 / 021256 / 021256,1,2019,8,26,Northbound,,366,216,164,168,351,1434,2750,3252,3096,2832,2370,2270,2357,2059,2399,2330,2324,2149,1955,1482,1181,908,754,534,39701,1.097,1,36191,3252,8,201,33334,3538,306,1936,0,0,0,390,0,0,0,0,,39705,16,7,6,1,1,84,9,1,5,1,1,0,,,,,,,,,11,2,,40.67213,-73.99867,584629.9666999998,4502843.411900001
119289,021256,02,HAMILTON AVE,14TH ST,COURT ST,14,30,130 Ft. S/O Smith Street    ,021256                                             / 021256 / 021256 / 021256,1,2019,8,26,Southbound,,220,148,82,82,137,237,510,806,884,958,961,1164,1064,930,1158,1335,1284,1442,1202,1051,719,532,431,316,17653,1.097,1,16092,3252,8,149,13943,2107,108,1117,0,0,0,236,0,0,0,0,,17660,20,8,7,1,1,79,12,1,6,1,0,0,,,,,,,,,11,2,,40.67213,-73.99867,584629.9666999998,4502843.411900001
119290,021256,02,HAMILTON AVE,14TH ST,COURT ST,14,30,130 Ft. S/O Smith Street    ,,1,2019,8,26,Combined Total,Y,586,364,246,250,488,1671,3260,4058,3980,3790,3331,3434,3421,2989,3557,3665,3608,3591,3157,2533,1900,1440,1185,850,57354,1.097,1,52283,4058,8,350,47277,5645,414,3053,0,0,0,626,0,0,0,0,,57365,17,7,6,1,1,82,10,1,5,1,1,0,,,,,,,,,11,2,,40.67213,-73.99867,584629.9666999998,4502843.411900001
