OBJECTID,RCSTA,RC Code,Roadway Name,Station Start,Station End,Functional Class,Factor Group,Specific Recorder Placement,Channel Notes,Vehicle Axle Code,Count Year,Count Month,Day of First Data,Federal Direction,Full Count,1200am-0100am,0100am-0200am,0200am-0300am,0300am-0400am,0400am-0500am,0500am-0600am,0600am-0700am,0700am-0800am,0800am-0900am,0900am-1000am,1000am-1100am,1100am-1200pm,1200pm-0100pm,0100pm-0200pm,0200pm-0300pm,0300pm-0400pm,0400pm-0500pm,0500pm-0600pm,0600pm-0700pm,0700pm-0800pm,0800pm-0900pm,0900pm-1000pm,1000pm-1100pm,1100pm-1200pm,Average Weekday Daily Traffic,Seasonal Factor,Axle Factor,AADT,High Hour Value,High Hour Interval,Average Weekday F1S,Average Weekday F2S,Average Weekday F3S,Average Weekday F4S,Average Weekday F5S,Average Weekday F6S,Average Weekday F7S,Average Weekday F8S,Average Weekday F9S,Average Weekday F10S,Average Weekday F11S,Average Weekday F12S,Average Weekday F13S,Average Weekday Unclassified,Average Weekday Totals,Average Weekday Percent F3_13,Average Weekday Percent F4_13,Average Weekday Percent F4_7,Average Weekday Percent F8_13,Average Weekday Percent F1,Average Weekday Percent F2,Average Weekday Percent F3,Average Weekday Percent F4,Average Weekday Percent F5_7,Axle Correction Factor,Single Unit Peak,Combination Unit Peak,Single Unit AADT,Combination Unit AADT,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55mph,Vehicles Exceeding 65mph,Region,Region Number,County Number,Municipality,Latitude,Longitude,x,y
110610,014087,01,E 167TH ST,SIMPSON ST,WESTCHESTER AV,16,30,118 fT. S/O Southern Blvd.  ,014087                                            ,1,2019,1,15,Eastbound,,54,50,24,22,38,54,98,204,229,168,178,188,218,208,265,278,308,322,268,169,143,116,96,68,3766,0.942,1,3998,322,18,32,3151,159,322,97,0,0,0,0,0,0,0,0,,3761,15,11,11,0,1,84,4,9,3,1,1,0,,,,,,,,,11,1,,40.82684,-73.89144,593476.0226999996,4520126.1898
110611,014087,01,E 167TH ST,SIMPSON ST,WESTCHESTER AV,16,30,118 fT. S/O Southern Blvd.  ,014087                                            ,1,2019,1,15,Westbound,,104,48,41,33,39,68,208,346,323,290,258,242,250,274,294,319,326,328,250,242,181,158,146,114,4882,0.942,1,5183,346,8,23,4214,207,262,166,0,0,0,3,0,0,0,0,,4875,13,9,9,0,0,86,4,5,3,1,1,0,,,,,,,,,11,1,,40.82684,-73.89144,593476.0226999996,4520126.1898
110612,014087,01,E 167TH ST,SIMPSON ST,WESTCHESTER AV,16,30,118 fT. S/O Southern Blvd.  ,,1,2019,1,15,Combined Total,Y,158,98,65,55,77,122,306,550,552,458,436,430,468,482,559,597,634,650,518,411,324,274,242,182,8648,0.942,1,9181,650,18,55,7365,366,584,263,0,0,0,3,0,0,0,0,,8636,14,10,10,0,1,85,4,7,3,1,0,0,,,,,,,,,11,1,,40.82684,-73.89144,593476.0226999996,4520126.1898
110685,066017,06,I278 Exit 5 AT,I278 EB (OFF),NY440 SB (ON),11,30,600 Ft. E/O I 278           ,066017                                            ,1,2019,2,5,Eastbound,,73,44,28,30,55,122,228,250,254,218,218,220,276,282,370,444,471,452,406,344,250,175,191,146,5547,0.963,1,5760,471,17,1,4313,611,169,249,0,0,0,206,0,0,0,0,,5549,22,11,8,4,0,78,11,3,4,1,0,0,,,,,,,,,11,6,,40.62282,-74.17661,569641.9806000004,4497213.693299999
110686,066017,06,I278 Exit 5 AT,I278 EB (OFF),NY440 SB (ON),11,30,600 Ft. E/O I 278           ,,1,2019,2,5,Combined Total,Y,73,44,28,30,55,122,228,250,254,218,218,220,276,282,370,444,471,452,406,344,250,175,191,146,5547,0.963,1,5760,471,17,1,4313,611,169,249,0,0,0,206,0,0,0,0,,5549,22,11,8,4,0,78,11,3,4,1,0,0,,,,,,,,,11,6,,40.62282,-74.17661,569641.9806000004,4497213.693299999
111015,016007,01,E 163RD ST,COURTLANDT AVE,WASHINGTON AVE,19,30,250 Ft. W/O Brook Ave.      ,016007                                            ,1,2019,1,15,Eastbound,,32,20,12,12,19,32,88,228,181,175,132,153,156,172,188,228,244,228,190,116,87,70,40,37,2840,0.942,1,3015,244,17,8,2483,121,91,111,0,0,0,21,0,0,0,0,,2835,12,8,7,1,0,88,4,3,4,1,1,0,,,,,,,,,11,1,,40.82515,-73.9121,591736.2276999997,4519916.750499999
111016,016007,01,E 163RD ST,COURTLANDT AVE,WASHINGTON AVE,19,30,250 Ft. W/O Brook Ave.      ,016007                                            ,1,2019,1,15,Westbound,,19,12,8,8,5,25,58,134,105,119,80,96,114,108,117,146,146,140,102,65,56,44,32,24,1763,0.942,1,1872,244,17,0,1538,67,65,76,0,0,0,9,0,0,0,0,,1755,12,9,8,1,0,88,4,4,4,1,1,0,,,,,,,,,11,1,,40.82515,-73.9121,591736.2276999997,4519916.750499999
111017,016007,01,E 163RD ST,COURTLANDT AVE,WASHINGTON AVE,19,30,250 Ft. W/O Brook Ave.      ,,1,2019,1,15,Combined Total,Y,51,32,20,20,24,57,146,362,286,294,212,249,270,280,305,374,390,368,292,181,143,114,72,61,4603,0.942,1,4887,390,17,8,4021,188,156,187,0,0,0,30,0,0,0,0,,4590,12,8,7,1,0,88,4,3,4,1,0,0,,,,,,,,,11,1,,40.82515,-73.9121,591736.2276999997,4519916.750499999
111251,011007,01,PELHAM PKWY N,BRONXWOOD AVE,WHITE PLAINS RD,17,30,115 Ft. W/O Wallace Ave.    ,011007                                            ,1,2019,1,14,Westbound,,37,26,14,14,18,40,160,225,191,140,138,129,148,157,219,262,262,272,196,166,116,91,74,53,3148,0.942,1,3342,272,18,7,2791,156,123,63,0,0,0,0,0,0,0,0,,3140,11,6,6,0,0,89,5,4,2,1,0,0,,,,,,,,,11,1,,40.85785,-73.86516,595647.4517000001,4523596.965600001
111252,011007,01,PELHAM PKWY N,BRONXWOOD AVE,WHITE PLAINS RD,17,30,115 Ft. W/O Wallace Ave.    ,,1,2019,1,14,Combined Total,Y,37,26,14,14,18,40,160,225,191,140,138,129,148,157,219,262,262,272,196,166,116,91,74,53,3148,0.942,1,3342,272,18,7,2791,156,123,63,0,0,0,0,0,0,0,0,,3140,11,6,6,0,0,89,5,4,2,1,0,0,,,,,,,,,11,1,,40.85785,-73.86516,595647.4517000001,4523596.965600001
111416,043807,04,907L Exit 2 at,PEARL ST,DIVERGE TO 907L SB&SOUTH ST,12,30,106 Ft. S/O Pearl Street    ,043807                                            ,1,2019,1,7,Southbound,,60,32,14,23,30,128,218,266,311,306,256,248,232,224,247,274,242,284,228,248,210,178,142,123,4524,0.942,1,4803,311,9,2,4226,161,96,36,0,0,0,1,0,0,0,0,,4522,7,3,3,0,0,93,4,2,1,1,1,0,,,,,,,,,11,4,,40.7098,-74.00089,584394.7890999997,4507022.8762
111417,043807,04,907L Exit 2 at,PEARL ST,DIVERGE TO 907L SB&SOUTH ST,12,30,106 Ft. S/O Pearl Street    ,,1,2019,1,7,Combined Total,Y,60,32,14,23,30,128,218,266,311,306,256,248,232,224,247,274,242,284,228,248,210,178,142,123,4524,0.942,1,4803,311,9,2,4226,161,96,36,0,0,0,1,0,0,0,0,,4522,7,3,3,0,0,93,4,2,1,1,1,0,,,,,,,,,11,4,,40.7098,-74.00089,584394.7890999997,4507022.8762
111891,044027,04,AVENUE D,E HOUSTON ST,E 14TH ST,17,30,133 Ft. S/O E 8 th Street   ,044027                                            ,1,2019,1,22,Northbound,,46,33,21,14,26,46,90,150,172,132,132,122,114,134,157,148,138,136,125,119,96,88,72,55,2366,0.942,1,2512,172,9,10,1919,84,282,64,0,0,0,0,0,0,0,0,,2359,18,15,15,0,0,81,4,12,3,1,1,0,,,,,,,,,11,4,,40.7233,-73.97633,586451.9371999996,4508545.3544
111892,044027,04,AVENUE D,E HOUSTON ST,E 14TH ST,17,30,133 Ft. S/O E 8 th Street   ,044027                                            ,1,2019,1,22,Southbound,,51,28,22,13,22,30,74,114,137,125,131,138,128,157,158,144,132,128,126,104,93,80,77,63,2275,0.942,1,2415,172,9,8,1816,107,238,107,0,0,0,2,0,0,0,0,,2278,20,15,15,0,0,80,5,10,5,1,1,0,,,,,,,,,11,4,,40.7233,-73.97633,586451.9371999996,4508545.3544
111893,044027,04,AVENUE D,E HOUSTON ST,E 14TH ST,17,30,133 Ft. S/O E 8 th Street   ,,1,2019,1,22,Combined Total,Y,97,61,43,27,48,76,164,264,309,257,263,260,242,291,315,292,270,264,251,223,189,168,149,118,4641,0.942,1,4927,315,15,18,3735,191,520,171,0,0,0,2,0,0,0,0,,4637,19,15,15,0,0,81,4,11,4,1,1,0,,,,,,,,,11,4,,40.7233,-73.97633,586451.9371999996,4508545.3544
111898,046407,04,907L Exit 2 at,DIVERGE FROM BROOKLYN BR OFF,PEARL ST,12,30,444 Ft. N/O Pearl Street    ,046407                                            ,1,2019,1,22,Southbound,,128,70,43,44,110,233,343,370,395,367,342,298,296,289,324,344,320,372,338,355,358,354,292,242,6627,0.942,1,7035,395,9,3,6455,130,27,2,0,0,0,0,0,0,0,0,,6617,2,0,0,0,0,98,2,0,0,1,0,0,,,,,,,,,11,4,,40.71107,-74.00231,584273.2385999998,4507162.490900001
111899,046407,04,907L Exit 2 at,DIVERGE FROM BROOKLYN BR OFF,PEARL ST,12,30,444 Ft. N/O Pearl Street    ,,1,2019,1,22,Combined Total,Y,128,70,43,44,110,233,343,370,395,367,342,298,296,289,324,344,320,372,338,355,358,354,292,242,6627,0.942,1,7035,395,9,3,6455,130,27,2,0,0,0,0,0,0,0,0,,6617,2,0,0,0,0,98,2,0,0,1,0,0,,,,,,,,,11,4,,40.71107,-74.00231,584273.2385999998,4507162.490900001
116368,050067,05,Van Wyck Expres,94TH AVE OVER,JAMAICA AVE OVER,11,30,255' S/o Exit 6,050067                                             / 050067 / 050067 / 050067,1,2019,6,17,Northbound,,3068,1912,1483,1452,2200,4336,4960,5062,4616,4698,4829,4850,4562,4439,4272,3843,3888,3928,3924,4166,4560,4737,4405,3815,94005,1.113,1,84461,5062,8,54,87161,0,1415,3508,0,0,0,1868,0,0,0,0,,94006,7,7,5,2,0,93,0,2,4,1,0,0,,,,,,,,,11,5,,40.70026,-73.81527,600088.699,4506158.7859000005
116369,050067,05,Van Wyck Expres,94TH AVE OVER,JAMAICA AVE OVER,11,30,255' S/o Exit 6,050067                                             / 050067 / 050067 / 050067,1,2019,6,17,Southbound,,2974,2190,1484,1533,2666,5372,5130,4836,4806,4940,4964,4852,4576,4478,4542,4570,4860,4940,4766,4698,4901,4870,4618,3933,101499,1.113,1,91194,5372,6,53,94615,0,1421,3573,0,0,0,1841,0,0,0,0,,101503,7,7,5,2,0,93,0,1,4,1,0,0,,,,,,,,,11,5,,40.70026,-73.81527,600088.699,4506158.7859000005
116370,050067,05,Van Wyck Expres,94TH AVE OVER,JAMAICA AVE OVER,11,30,255' S/o Exit 6,,1,2019,6,17,Combined Total,Y,6042,4102,2967,2985,4866,9708,10090,9898,9422,9638,9793,9702,9138,8917,8814,8413,8748,8868,8690,8864,9461,9607,9023,7748,195504,1.113,1,175655,10090,7,107,181776,0,2836,7081,0,0,0,3709,0,0,0,0,,195509,7,7,5,2,0,93,0,1,4,1,0,0,,,,,,,,,11,5,,40.70026,-73.81527,600088.699,4506158.7859000005
117745,011207,01,SEDGWICK AVE,UNDERCLIFF AVE,W BURNSIDE AVE,16,30,180 Ft. S/O Burnside Ave.   ,011207                                            ,1,2019,1,22,Northbound,,64,46,34,28,30,71,134,246,278,224,202,214,226,235,284,313,315,316,270,229,184,150,122,95,4310,0.942,1,4575,316,18,8,4123,0,88,78,0,0,0,1,0,0,0,0,,4298,4,4,4,0,0,96,0,2,2,1,0,0,,,,,,,,,11,1,,40.85445,-73.91708,591276.0796999997,4523164.1216
117746,011207,01,SEDGWICK AVE,UNDERCLIFF AVE,W BURNSIDE AVE,16,30,180 Ft. S/O Burnside Ave.   ,011207                                            ,1,2019,1,22,Southbound,,159,106,74,56,82,140,377,544,556,472,377,428,420,518,524,526,498,551,520,430,380,322,257,218,8535,0.942,1,9061,556,9,8,8020,0,344,159,0,0,0,4,0,0,0,0,,8535,6,6,6,0,0,94,0,4,2,1,0,0,,,,,,,,,11,1,,40.85445,-73.91708,591276.0796999997,4523164.1216
117747,011207,01,SEDGWICK AVE,UNDERCLIFF AVE,W BURNSIDE AVE,16,30,180 Ft. S/O Burnside Ave.   ,,1,2019,1,22,Combined Total,Y,223,152,108,84,112,211,511,790,834,696,579,642,646,753,808,839,813,867,790,659,564,472,379,313,12845,0.942,1,13636,867,18,16,12143,0,432,237,0,0,0,5,0,0,0,0,,12833,5,5,5,0,0,95,0,3,2,1,0,0,,,,,,,,,11,1,,40.85445,-73.91708,591276.0796999997,4523164.1216
117782,055637,05,MARSDEN ST,BAISLEY BLVD,SMITH ST,19,30,32 Ft. W/O 119th Ave.       ,0556370                                           ,2,2019,11,2,Eastbound,,22,12,8,9,14,20,54,103,110,79,79,82,100,107,126,150,171,189,138,103,83,58,37,33,1887,1.033,0.983,1827,189,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,40.68296,-73.7768,603365.5411999999,4504282.9001
117783,055637,05,MARSDEN ST,BAISLEY BLVD,SMITH ST,19,30,32 Ft. W/O 119th Ave.       ,0556370                                           ,2,2019,11,2,Westbound,,22,11,8,4,14,31,83,168,124,71,72,75,76,93,102,106,105,124,100,78,61,51,29,23,1631,1.033,0.983,1579,189,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,40.68296,-73.7768,603365.5411999999,4504282.9001
117784,055637,05,MARSDEN ST,BAISLEY BLVD,SMITH ST,19,30,32 Ft. W/O 119th Ave.       ,,2,2019,11,2,Combined Total,Y,44,23,16,13,28,51,137,271,234,150,151,157,176,200,228,256,276,313,238,181,144,109,66,56,3518,1.033,0.983,3406,313,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,40.68296,-73.7768,603365.5411999999,4504282.9001
118199,053107,05,Rt 908B at Rt I,DIVERGE FROM 907M EB OFF,908B WB (ON),12,30,610 Feet West of Jackie Robinson Pkwy,053107                                            ,1,2019,5,7,Westbound,,417,256,170,136,206,317,548,604,499,556,580,602,646,499,491,470,480,500,474,454,504,538,530,526,11003,1.089,1,10104,646,13,38,10706,0,231,27,0,0,0,0,0,0,0,0,,11002,2,2,2,0,0,97,0,2,0,1,0,0,,,,,,,,,11,5,,40.71598,-73.82774,599011.8935000002,4507889.688999999
118200,053107,05,Rt 908B at Rt I,DIVERGE FROM 907M EB OFF,908B WB (ON),12,30,610 Feet West of Jackie Robinson Pkwy,,1,2019,5,7,Combined Total,Y,417,256,170,136,206,317,548,604,499,556,580,602,646,499,491,470,480,500,474,454,504,538,530,526,11003,1.089,1,10104,646,13,38,10706,0,231,27,0,0,0,0,0,0,0,0,,11002,2,2,2,0,0,97,0,2,0,1,0,0,,,,,,,,,11,5,,40.71598,-73.82774,599011.8935000002,4507889.688999999
118734,023007,02,NY27 Exit 5 AT,PROSPECT AVE,NY27 WB (ON),12,30,178 Ft. S/O NY 27           ,                                                   ,2,2019,10,12,Northbound,,132,76,72,62,105,215,477,625,483,350,307,345,353,363,367,391,386,371,324,326,270,221,224,175,7020,1.079,0.992,6506,625,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.65128,-73.97613,586561.9753,4500550.888699999
118735,023007,02,NY27 Exit 5 AT,PROSPECT AVE,NY27 WB (ON),12,30,178 Ft. S/O NY 27           ,,2,2019,10,12,Combined Total,Y,132,76,72,62,105,215,477,625,483,350,307,345,353,363,367,391,386,371,324,326,270,221,224,175,7020,1.079,0.992,6506,625,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.65128,-73.97613,586561.9753,4500550.888699999
119109,024097,02,BENSON AVE,14TH AVE,18TH AVE,17,30,78 Ft. E/O Bay 8 Street     ,                                                   ,2,2019,10,12,Eastbound,,10,8,4,3,4,7,17,65,93,41,50,54,51,62,92,68,61,96,72,50,41,36,18,16,1019,1.079,0.973,944,96,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.61,-74.01176,583601.1004999997,4495934.145099999
119110,024097,02,BENSON AVE,14TH AVE,18TH AVE,17,30,78 Ft. E/O Bay 8 Street     ,                                                   ,2,2019,10,12,Westbound,,12,6,7,5,9,21,44,115,108,64,71,90,93,90,131,111,114,129,106,86,56,41,29,20,1558,1.079,0.973,1444,131,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.61,-74.01176,583601.1004999997,4495934.145099999
119111,024097,02,BENSON AVE,14TH AVE,18TH AVE,17,30,78 Ft. E/O Bay 8 Street     ,,2,2019,10,12,Combined Total,Y,22,14,11,8,13,28,61,180,201,105,121,144,144,152,223,179,175,225,178,136,97,77,47,36,2577,1.079,0.973,2388,225,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.61,-74.01176,583601.1004999997,4495934.145099999
119498,024387,02,7TH AVE,37th St,36TH ST,16,30,83 Ft. N/O 37 th Street     ,024387                                            ,2,2019,10,13,Northbound,,94,72,68,59,84,271,394,721,734,508,511,468,436,520,583,592,535,483,383,296,206,169,96,71,8354,1.079,0.974,7742,734,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.64997,-73.99811,584705.3273999998,4500384.068399999
119499,024387,02,7TH AVE,37th St,36TH ST,16,30,83 Ft. N/O 37 th Street     ,024387                                            ,2,2019,10,13,Southbound,,164,113,78,80,86,170,280,340,351,349,392,404,438,460,516,627,647,646,619,494,338,291,312,271,8466,1.079,0.974,7846,734,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.64997,-73.99811,584705.3273999998,4500384.068399999
119500,024387,02,7TH AVE,37th St,36TH ST,16,30,83 Ft. N/O 37 th Street     ,,2,2019,10,13,Combined Total,Y,258,185,146,139,170,441,674,1061,1085,857,903,872,874,980,1099,1219,1182,1129,1002,790,544,460,408,342,16820,1.079,0.974,15588,1219,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.64997,-73.99811,584705.3273999998,4500384.068399999
119501,025177,02,E 99TH ST,DEAD END,FARRAGUT RD,19,30,122 Ft. S/O Farragut Rd.    ,                                                   ,2,2019,10,13,Northbound,,5,3,4,3,4,13,31,42,49,33,25,22,32,33,37,47,61,59,83,52,25,19,12,14,708,1.079,0.983,656,83,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.6474,-73.90205,592830.4791000001,4500195.744100001
119502,025177,02,E 99TH ST,DEAD END,FARRAGUT RD,19,30,122 Ft. S/O Farragut Rd.    ,                                                   ,2,2019,10,13,Southbound,,3,4,2,2,6,11,25,53,66,28,18,16,24,28,28,37,44,42,52,32,18,12,7,12,570,1.079,0.983,528,83,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.6474,-73.90205,592830.4791000001,4500195.744100001
119503,025177,02,E 99TH ST,DEAD END,FARRAGUT RD,19,30,122 Ft. S/O Farragut Rd.    ,,2,2019,10,13,Combined Total,Y,8,7,6,5,10,24,56,95,115,61,43,38,56,61,65,84,105,101,135,84,43,31,19,26,1278,1.079,0.983,1184,135,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.6474,-73.90205,592830.4791000001,4500195.744100001
119908,026307,02,I278 Exit 24,I278 NB GOWANUS PKY,PROSPECT PKWY EB,11,30,265 Ft. W/O NY 27           ,                                                   ,2,2019,10,13,Eastbound,,182,115,89,99,170,269,290,329,254,278,416,534,564,558,497,470,525,560,570,582,457,413,360,260,8841,1.079,0.94,8194,582,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.66635,-73.99533,584919.5924000004,4502205.0199
119909,026307,02,I278 Exit 24,I278 NB GOWANUS PKY,PROSPECT PKWY EB,11,30,265 Ft. W/O NY 27           ,,2,2019,10,13,Combined Total,Y,182,115,89,99,170,269,290,329,254,278,416,534,564,558,497,470,525,560,570,582,457,413,360,260,8841,1.079,0.94,8194,582,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.66635,-73.99533,584919.5924000004,4502205.0199
120244,054297,05,99TH ST,63RD RD,HORACE HARDING EXPY S,17,30,68 Ft. N/O 62 nd Rd.        ,0542979                                           ,2,2019,3,11,Northbound,,32,18,10,12,13,28,71,162,182,132,122,107,142,121,147,129,130,149,145,137,128,93,75,51,2336,1,0.973,2336,182,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,40.73458,-73.85804,596425.7781999996,4509920.7092
120245,054297,05,99TH ST,63RD RD,HORACE HARDING EXPY S,17,30,68 Ft. N/O 62 nd Rd.        ,0542979                                           ,2,2019,3,11,Southbound,,33,25,14,15,12,17,51,122,148,92,88,102,91,104,124,116,121,131,154,145,119,97,76,54,2051,1,0.973,2051,182,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,40.73458,-73.85804,596425.7781999996,4509920.7092
