OBJECTID,RCSTA,RC Code,Roadway Name,Station Start,Station End,Functional Class,Factor Group,Specific Recorder Placement,Channel Notes,Vehicle Axle Code,Count Year,Count Month,Day of First Data,Federal Direction,Full Count,1200am-0100am,0100am-0200am,0200am-0300am,0300am-0400am,0400am-0500am,0500am-0600am,0600am-0700am,0700am-0800am,0800am-0900am,0900am-1000am,1000am-1100am,1100am-1200pm,1200pm-0100pm,0100pm-0200pm,0200pm-0300pm,0300pm-0400pm,0400pm-0500pm,0500pm-0600pm,0600pm-0700pm,0700pm-0800pm,0800pm-0900pm,0900pm-1000pm,1000pm-1100pm,1100pm-1200pm,Average Weekday Daily Traffic,Seasonal Factor,Axle Factor,AADT,High Hour Value,High Hour Interval,Average Weekday F1S,Average Weekday F2S,Average Weekday F3S,Average Weekday F4S,Average Weekday F5S,Average Weekday F6S,Average Weekday F7S,Average Weekday F8S,Average Weekday F9S,Average Weekday F10S,Average Weekday F11S,Average Weekday F12S,Average Weekday F13S,Average Weekday Unclassified,Average Weekday Totals,Average Weekday Percent F3_13,Average Weekday Percent F4_13,Average Weekday Percent F4_7,Average Weekday Percent F8_13,Average Weekday Percent F1,Average Weekday Percent F2,Average Weekday Percent F3,Average Weekday Percent F4,Average Weekday Percent F5_7,Axle Correction Factor,Single Unit Peak,Combination Unit Peak,Single Unit AADT,Combination Unit AADT,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55mph,Vehicles Exceeding 65mph,Region,Region Number,County Number,Municipality,Latitude,Longitude,x,y
106022,041289,04,W 167TH ST,AMSTERDAM AVE,EDGECOMBE AVE,16,30,48 Ft. S/O Jumel PL.        ,041289                                            ,1,2019,1,14,Northbound,,44,26,25,20,38,50,133,221,222,204,161,162,178,188,246,288,259,256,194,140,96,74,79,62,3366,0.942,1,3573,288,16,6,3080,142,68,62,0,0,0,2,0,0,0,0,,3360,8,4,4,0,0,92,4,2,2,1,1,0,,,,,,,,,11,4,,40.83846,-73.93649,589661.5927999998,4521369.0342
106023,041289,04,W 167TH ST,AMSTERDAM AVE,EDGECOMBE AVE,16,30,48 Ft. S/O Jumel PL.        ,041289                                            ,1,2019,1,14,Southbound,,10,5,2,6,5,14,22,42,42,36,34,32,36,34,38,38,50,38,30,23,20,15,13,10,595,0.942,1,632,288,16,1,526,28,6,24,0,0,0,0,0,0,0,0,,585,10,5,5,0,0,90,5,1,4,1,1,0,,,,,,,,,11,4,,40.83846,-73.93649,589661.5927999998,4521369.0342
106024,041289,04,W 167TH ST,AMSTERDAM AVE,EDGECOMBE AVE,16,30,48 Ft. S/O Jumel PL.        ,,1,2019,1,14,Combined Total,Y,54,31,27,26,43,64,155,263,264,240,195,194,214,222,284,326,309,294,224,163,116,89,92,72,3961,0.942,1,4205,326,16,7,3606,170,74,86,0,0,0,2,0,0,0,0,,3945,8,4,4,0,0,91,4,2,2,1,1,0,,,,,,,,,11,4,,40.83846,-73.93649,589661.5927999998,4521369.0342
110294,063009,06,I278 Exit 6 & 7,LAMBERTS LN,I278 EB (ON),11,30,250 Ft. W/O I 278           ,063009                                            ,1,2019,2,5,Eastbound,,62,32,26,36,86,296,436,442,515,425,468,396,422,484,554,504,540,570,498,400,254,230,196,133,8005,0.963,1,8313,570,18,3,7164,485,191,145,0,0,0,13,0,0,0,0,,8001,10,4,4,0,0,90,6,2,2,1,0,0,,,,,,,,,11,6,,40.61585,-74.15955,571092.3131999997,4496453.6373
110295,063009,06,I278 Exit 6 & 7,LAMBERTS LN,I278 EB (ON),11,30,250 Ft. W/O I 278           ,,1,2019,2,5,Combined Total,Y,62,32,26,36,86,296,436,442,515,425,468,396,422,484,554,504,540,570,498,400,254,230,196,133,8005,0.963,1,8313,570,18,3,7164,485,191,145,0,0,0,13,0,0,0,0,,8001,10,4,4,0,0,90,6,2,2,1,0,0,,,,,,,,,11,6,,40.61585,-74.15955,571092.3131999997,4496453.6373
110613,014089,01,E 169TH ST,GRAND CONCOURSE,JEROME AVE,17,30,182 Ft. W/O Grand Concourse ,014089                                            ,1,2019,1,15,Eastbound,,27,19,14,14,14,29,56,164,152,103,98,117,126,133,147,168,166,191,146,103,82,56,54,44,2223,0.942,1,2360,191,18,3,2020,64,82,41,0,0,0,0,0,0,0,0,,2210,8,6,6,0,0,91,3,4,2,1,0,0,,,,,,,,,11,1,,40.83673,-73.91672,591330.7504000003,4521197.4101
110614,014089,01,E 169TH ST,GRAND CONCOURSE,JEROME AVE,17,30,182 Ft. W/O Grand Concourse ,014089                                            ,1,2019,1,15,Westbound,,40,28,18,22,24,28,69,183,177,146,125,181,168,160,186,232,226,238,178,142,98,94,74,57,2894,0.942,1,3072,238,18,5,2648,95,71,66,0,0,0,2,0,0,0,0,,2887,8,5,5,0,0,92,3,2,2,1,0,0,,,,,,,,,11,1,,40.83673,-73.91672,591330.7504000003,4521197.4101
110615,014089,01,E 169TH ST,GRAND CONCOURSE,JEROME AVE,17,30,182 Ft. W/O Grand Concourse ,,1,2019,1,15,Combined Total,Y,67,47,32,36,38,57,125,347,329,249,223,298,294,293,333,400,392,429,324,245,180,150,128,101,5117,0.942,1,5432,429,18,8,4668,159,153,107,0,0,0,2,0,0,0,0,,5097,8,5,5,0,0,92,3,3,2,1,0,0,,,,,,,,,11,1,,40.83673,-73.91672,591330.7504000003,4521197.4101
111836,023029,02,908B Exit 1 AT,HIGHLAND BLVD,908B NB (ON),12,30,775 Ft. S/O jackie Robinson Pkwy ,023029                                             / 023029,1,2019,1,22,Northbound,,252,150,103,90,148,326,675,640,694,642,556,570,631,808,888,1065,1093,1128,990,870,648,550,480,346,14343,0.942,1,15226,1128,18,1,13428,628,254,32,0,0,0,0,0,0,0,0,,14343,6,2,2,0,0,94,4,2,0,1,0,0,,,,,,,,,11,2,,40.67995,-73.89655,593250.1572000002,4503814.814099999
111837,023029,02,908B Exit 1 AT,HIGHLAND BLVD,908B NB (ON),12,30,775 Ft. S/O jackie Robinson Pkwy ,,1,2019,1,22,Combined Total,Y,252,150,103,90,148,326,675,640,694,642,556,570,631,808,888,1065,1093,1128,990,870,648,550,480,346,14343,0.942,1,15226,1128,18,1,13428,628,254,32,0,0,0,0,0,0,0,0,,14343,6,2,2,0,0,94,4,2,0,1,0,0,,,,,,,,,11,2,,40.67995,-73.89655,593250.1572000002,4503814.814099999
117811,051109,05,150TH ST,147TH AVE,N CONDUIT AVE,14,30,296 Ft. S/O N Conduit Ave.  ,                                                    / ,2,2019,4,28,Northbound,,237,162,107,80,121,167,407,716,606,393,311,294,352,415,581,732,759,764,708,545,445,380,418,425,10125,1.054,0.974,9606,764,18,34,7350,1414,77,225,75,4,66,25,14,11,84,110,,9489,22,7,4,3,0,77,15,1,3,1,0,0,,,21,24,29,0,0,,11,5,,40.66597,-73.7896,602309.8345999997,4502381.9146
117812,051109,05,150TH ST,147TH AVE,N CONDUIT AVE,14,30,296 Ft. S/O N Conduit Ave.  ,                                                    / ,1,2019,4,28,Southbound,,100,60,42,63,109,196,358,516,340,244,224,257,291,291,282,303,262,302,270,235,202,210,178,146,5481,1.054,1,5200,764,18,12,4015,843,53,217,49,0,35,12,2,0,17,5,,5260,23,7,6,1,0,76,16,1,5,1,0,0,,,20,23,27,0,0,,11,5,,40.66597,-73.7896,602309.8345999997,4502381.9146
117813,051109,05,150TH ST,147TH AVE,N CONDUIT AVE,14,30,296 Ft. S/O N Conduit Ave.  ,,1,2019,4,28,Combined Total,Y,337,222,149,143,230,363,765,1232,946,637,535,551,643,706,863,1035,1021,1066,978,780,647,590,596,571,15606,1.054,1,14806,1232,8,46,11365,2257,130,442,124,4,101,37,16,11,101,115,,14749,23,7,5,3,0,77,15,1,4,1,0,0,,,21,23,28,0,0,,11,5,,40.66597,-73.7896,602309.8345999997,4502381.9146
118482,011139,01,E 138TH ST,IN87,THIRD AVE,14,30,132 Ft. E/O Rider Ave.      ,011139                                            ,1,2019,8,5,Eastbound,,126,83,76,74,104,172,300,392,441,408,388,365,395,418,428,438,455,481,392,357,312,289,256,224,7374,1.097,1,6722,481,18,65,6367,343,231,322,0,0,0,38,0,0,0,0,,7366,13,8,8,1,1,86,5,3,4,1,0,0,,,,,,,,,11,1,,40.81144,-73.92773,590436.8386000004,4518378.574200001
118483,011139,01,E 138TH ST,IN87,THIRD AVE,14,30,132 Ft. E/O Rider Ave.      ,011139                                             / 011139,1,2019,8,5,Westbound,,125,60,70,54,72,126,277,466,510,430,425,450,482,461,574,637,650,645,500,362,292,271,198,173,8310,1.097,1,7575,650,17,71,7098,422,258,400,0,0,0,55,0,0,0,0,,8304,14,9,8,1,1,85,5,3,5,1,0,0,,,,,,,,,11,1,,40.81144,-73.92773,590436.8386000004,4518378.574200001
118484,011139,01,E 138TH ST,IN87,THIRD AVE,14,30,132 Ft. E/O Rider Ave.      ,,1,2019,8,5,Combined Total,Y,251,143,146,128,176,298,577,858,951,838,813,815,877,879,1002,1075,1105,1126,892,719,604,560,454,397,15684,1.097,1,14297,1126,18,136,13465,765,489,722,0,0,0,93,0,0,0,0,,15670,13,8,8,1,1,86,5,3,5,1,0,0,,,,,,,,,11,1,,40.81144,-73.92773,590436.8386000004,4518378.574200001
118497,011219,01,UNIVERSITY AVE,W TREMONT AVE,W FORDHAM RD,14,30,287 Ft. S/O W 181st Street  ,011219                                             / 011219,1,2019,8,5,Northbound,,136,102,59,58,58,86,214,297,385,346,362,435,394,386,465,502,509,528,474,378,334,271,222,170,7171,1.097,1,6537,528,18,75,6430,241,266,146,0,0,0,7,0,0,0,0,,7165,9,6,6,0,1,90,3,4,2,1,0,0,,,,,,,,,11,1,,40.85662,-73.90987,591880.8011999996,4523412.552100001
118498,011219,01,UNIVERSITY AVE,W TREMONT AVE,W FORDHAM RD,14,30,287 Ft. S/O W 181st Street  ,011219                                             / 011219,1,2019,8,5,Southbound,,139,88,70,48,72,112,284,454,566,456,433,491,489,508,576,617,626,698,612,454,360,325,240,189,8907,1.097,1,8119,698,18,87,7976,308,295,221,0,0,0,16,0,0,0,0,,8903,9,6,6,0,1,90,3,3,2,1,0,0,,,,,,,,,11,1,,40.85662,-73.90987,591880.8011999996,4523412.552100001
118499,011219,01,UNIVERSITY AVE,W TREMONT AVE,W FORDHAM RD,14,30,287 Ft. S/O W 181st Street  ,,1,2019,8,5,Combined Total,Y,275,190,129,106,130,198,498,751,951,802,795,926,883,894,1041,1119,1135,1226,1086,832,694,596,462,359,16078,1.097,1,14656,1226,18,162,14406,549,561,367,0,0,0,23,0,0,0,0,,16068,9,6,6,0,1,90,3,3,2,1,0,0,,,,,,,,,11,1,,40.85662,-73.90987,591880.8011999996,4523412.552100001
118500,011229,01,W GUN HILL RD,MOSHOLU PKWY N,JEROME AVE,14,30,215 Ft. W/O Gates PL.       ,011229                                             / 011229,1,2019,8,5,Eastbound,,132,62,46,38,46,118,338,468,472,344,326,281,294,292,323,388,387,356,369,308,249,215,209,197,6258,1.097,1,5705,472,9,28,5774,211,91,145,0,0,0,6,0,0,0,0,,6255,7,4,4,0,0,92,3,1,2,1,0,0,,,,,,,,,11,1,,40.88319,-73.88421,594005.9846000001,4526389.3279
118501,011229,01,W GUN HILL RD,MOSHOLU PKWY N,JEROME AVE,14,30,215 Ft. W/O Gates PL.       ,011229                                             / 011229,1,2019,8,5,Westbound,,92,63,44,38,48,157,370,472,443,378,292,316,352,410,516,574,605,756,488,355,257,197,205,154,7582,1.097,1,6912,756,18,25,6953,303,142,150,0,0,0,10,0,0,0,0,,7583,8,4,4,0,0,92,4,2,2,1,0,0,,,,,,,,,11,1,,40.88319,-73.88421,594005.9846000001,4526389.3279
118502,011229,01,W GUN HILL RD,MOSHOLU PKWY N,JEROME AVE,14,30,215 Ft. W/O Gates PL.       ,,1,2019,8,5,Combined Total,Y,224,125,90,76,94,275,708,940,915,722,618,597,646,702,839,962,992,1112,857,663,506,412,414,351,13840,1.097,1,12617,1112,18,53,12727,514,233,295,0,0,0,16,0,0,0,0,,13838,8,4,4,0,0,92,4,2,2,1,0,0,,,,,,,,,11,1,,40.88319,-73.88421,594005.9846000001,4526389.3279
119510,025199,02,JEROME ST,FLATLANDS AVE,WORTMAN AVE,19,30,222 Ft. S/O Wortman Ave.    ,                                                   ,2,2019,10,13,Northbound,,7,4,4,2,7,7,14,47,35,22,14,18,20,18,31,22,17,21,18,12,12,11,13,9,385,1.079,0.983,357,47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.65844,-73.87978,594697.8081999999,4501444.996300001
119511,025199,02,JEROME ST,FLATLANDS AVE,WORTMAN AVE,19,30,222 Ft. S/O Wortman Ave.    ,                                                   ,2,2019,10,13,Southbound,,4,9,3,1,5,4,10,38,38,26,17,26,21,19,41,28,26,24,27,22,15,15,10,11,440,1.079,0.983,408,47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.65844,-73.87978,594697.8081999999,4501444.996300001
119512,025199,02,JEROME ST,FLATLANDS AVE,WORTMAN AVE,19,30,222 Ft. S/O Wortman Ave.    ,,2,2019,10,13,Combined Total,Y,11,13,7,3,12,11,24,85,73,48,31,44,41,37,72,50,43,45,45,34,27,26,23,20,825,1.079,0.983,765,85,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,40.65844,-73.87978,594697.8081999999,4501444.996300001
119611,020009,02,LINDEN BLVD,ROCKAWAY PKWY,PENNSYLVANIA AVE,14,30,22 Ft. W/O Georgia Ave.     ,020009                                             / 020009 / 020009 / 020009,1,2019,7,23,Eastbound,,527,340,259,272,322,476,756,980,1186,1161,1184,1302,1438,1579,1692,1944,2001,2046,2058,1603,1259,1158,900,730,27173,1.093,1,24861,2058,19,90,23199,1627,395,1448,0,0,0,421,0,0,0,0,,27180,14,8,7,2,0,85,6,1,5,1,0,0,,,,,,,,,11,2,,40.65769,-73.89226,593643.8399,4501348.3752999995
119612,020009,02,LINDEN BLVD,ROCKAWAY PKWY,PENNSYLVANIA AVE,14,30,113 Ft. E/O Alabama Ave.    ,020009                                             / 020009 / 020009 / 020009 / 020009,1,2019,7,23,Westbound,,447,316,218,211,312,739,1716,1809,1898,1635,1430,1308,1310,1358,1454,1430,1494,1494,1382,1301,1156,996,876,741,27031,1.093,1,24731,2058,19,79,21628,1705,396,1403,0,0,0,312,0,0,0,0,,25523,15,8,7,1,0,85,7,2,5,1,1,0,,,,,,,,,11,2,,40.65769,-73.89226,593643.8399,4501348.3752999995
119613,020009,02,LINDEN BLVD,ROCKAWAY PKWY,PENNSYLVANIA AVE,14,30,113 Ft. E/O Alabama Ave.    ,,1,2019,7,23,Combined Total,Y,974,656,477,483,634,1215,2472,2789,3084,2796,2614,2610,2748,2937,3146,3374,3495,3540,3440,2904,2415,2154,1776,1471,54204,1.093,1,49592,3540,18,169,44827,3332,791,2851,0,0,0,733,0,0,0,0,,52703,15,8,7,1,0,85,6,2,5,1,0,0,,,,,,,,,11,2,,40.65769,-73.89226,593643.8399,4501348.3752999995
119836,054019,05,GrandCntrl Pkwy,62ND AVE,67TH RD,16,30,50 Ft. S/O 63 rd Rd.        ,0540195                                           ,2,2019,3,11,Southbound,,43,24,16,12,10,21,72,267,312,217,174,185,197,281,337,571,770,681,539,307,319,205,141,84,5785,1,0.974,5785,770,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,40.73479,-73.84533,597498.7110000001,4509958.0591
119837,054019,05,GrandCntrl Pkwy,62ND AVE,67TH RD,16,30,50 Ft. S/O 63 rd Rd.        ,,2,2019,3,11,Combined Total,Y,43,24,16,12,10,21,72,267,312,217,174,185,197,281,337,571,770,681,539,307,319,205,141,84,5785,1,0.974,5785,770,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,40.73479,-73.84533,597498.7110000001,4509958.0591
120026,050009,05,QUEENS BLVD,RT 908B INT UNION TPKE (INTE,RT I678 VAN WYCK EXPWY,14,30,234 Ft. E/O Hoover Ave.     ,050009                                             / 050009 / 050009,1,2019,7,22,Eastbound,,204,130,82,72,73,134,294,578,814,769,670,675,817,956,1163,1480,1559,1453,1507,1206,777,534,350,340,16637,1.093,1,15221,1559,17,47,14996,646,394,359,0,0,0,26,0,0,0,0,,16468,9,5,5,0,0,91,4,2,2,1,0,0,,,,,,,,,11,5,,40.71171,-73.82453,599289.3676000005,4507419.311000001
120320,042079,04,MULBERRY ST,BAYARD ST,BLEECKER ST,16,30,131 Ft. S/O Spring Street   ,                                                   ,2,2019,10,19,Northbound,,64,42,22,22,17,25,43,70,94,113,123,129,151,146,134,137,131,145,155,148,131,144,103,84,2373,1.079,0.974,2199,155,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,40.72156,-73.99642,584757.4587000003,4508332.617900001
120321,042079,04,MULBERRY ST,BAYARD ST,BLEECKER ST,16,30,131 Ft. S/O Spring Street   ,,2,2019,10,19,Combined Total,Y,64,42,22,22,17,25,43,70,94,113,123,129,151,146,134,137,131,145,155,148,131,144,103,84,2373,1.079,0.974,2199,155,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,40.72156,-73.99642,584757.4587000003,4508332.617900001
120332,043009,04,I78 Exit 1,CANAL ST @ HUDSON ST,MRG RMPS TO I-78 (ON),12,30,19 Ft. N/O Watts Street     ,                                                   ,2,2019,10,21,Northbound,,282,158,91,68,104,217,384,532,605,530,565,604,636,698,781,772,700,641,685,731,617,615,568,420,12004,1.079,0.992,11125,781,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,40.72393,-74.00738,583828.8427999998,4508585.183
120412,050009,05,QUEENS BLVD,RT 908B INT UNION TPKE (INTE,RT I678 VAN WYCK EXPWY,14,30,234 Ft. E/O Hoover Ave.     ,050009                                             / 050009 / 050009 / 050009,1,2019,7,22,Westbound,,180,113,63,91,152,544,1286,1364,1333,1089,876,732,754,751,706,612,651,750,629,558,568,461,386,306,14955,1.093,1,13683,1559,17,54,13297,688,301,334,0,0,0,37,0,0,0,0,,14711,9,5,4,0,0,90,5,2,2,1,1,0,,,,,,,,,11,5,,40.71171,-73.82453,599289.3676000005,4507419.311000001
120413,050009,05,QUEENS BLVD,RT 908B INT UNION TPKE (INTE,RT I678 VAN WYCK EXPWY,14,30,234 Ft. E/O Hoover Ave.     ,,1,2019,7,22,Combined Total,Y,384,243,145,163,225,678,1580,1942,2147,1858,1546,1407,1571,1707,1869,2092,2210,2203,2136,1764,1345,995,736,646,31592,1.093,1,28904,2210,17,101,28293,1334,695,693,0,0,0,63,0,0,0,0,,31179,9,5,4,0,0,91,4,2,2,1,0,0,,,,,,,,,11,5,,40.71171,-73.82453,599289.3676000005,4507419.311000001
120481,014149,01,HALLECK ST,RYAWA AVE,HUNTS POINT AVE,17,30,168 Ft. N/O Viele Ave.      ,014149                                             / 014149,1,2019,9,10,Northbound,,24,18,16,16,30,38,86,154,88,76,78,98,99,98,132,184,170,114,78,66,28,30,26,45,1792,1.078,1,1662,184,16,3,1201,247,15,221,0,0,0,99,0,0,0,0,,1786,33,19,13,6,0,67,14,1,12,1,1,0,,,,,,,,,11,1,,40.8081,-73.88,594467.2690000003,4518058.1461
120482,014149,01,HALLECK ST,RYAWA AVE,HUNTS POINT AVE,17,30,168 Ft. N/O Viele Ave.      ,014149                                             / 014149,1,2019,9,10,Southbound,,164,146,158,270,440,486,387,292,318,286,253,262,261,311,240,196,140,127,159,130,95,80,100,132,5433,1.078,1,5040,486,6,12,3544,534,269,687,0,0,0,388,0,0,0,0,,5434,35,25,18,7,0,65,10,5,13,1,1,1,,,,,,,,,11,1,,40.8081,-73.88,594467.2690000003,4518058.1461
120483,014149,01,HALLECK ST,RYAWA AVE,HUNTS POINT AVE,17,30,168 Ft. N/O Viele Ave.      ,,1,2019,9,10,Combined Total,Y,188,164,174,286,470,524,473,446,406,362,331,360,360,409,372,380,310,241,237,196,123,110,126,177,7225,1.078,1,6702,524,6,15,4745,781,284,908,0,0,0,487,0,0,0,0,,7220,34,23,17,7,0,66,11,4,13,1,1,1,,,,,,,,,11,1,,40.8081,-73.88,594467.2690000003,4518058.1461
120716,043009,04,I78 Exit 1,CANAL ST @ HUDSON ST,MRG RMPS TO I-78 (ON),12,30,19 Ft. N/O Watts Street     ,,2,2019,10,21,Combined Total,Y,282,158,91,68,104,217,384,532,605,530,565,604,636,698,781,772,700,641,685,731,617,615,568,420,12004,1.079,0.992,11125,781,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,40.72393,-74.00738,583828.8427999998,4508585.183
120935,016009,01,BEDFORD PARK BL,GOULDEN AVE,JEROME AVE,17,30,147 Ft. E/O Goulden Ave.    ,016009                                            ,1,2019,10,7,Eastbound,,54,40,27,18,28,54,132,250,270,162,157,184,184,176,294,348,345,360,304,272,236,149,93,66,4203,1.079,1,3895,360,18,14,3859,149,114,60,0,0,0,2,0,0,0,0,,4198,8,4,4,0,0,92,4,3,1,1,0,0,,,,,,,,,11,1,,40.87538,-73.8936,593225.8153999997,4525512.2958
